query_row,movie_local,rank_of_positive,candidate_position,candidate_id,link_local,raw_score,score,label
0,2852,19,0,0,2852,1.0664626359939575,0.7439236640930176,1
0,2852,19,1,1,2029,1.430527687072754,0.806983470916748,0
0,2852,19,2,2,1446,1.347858190536499,0.793779194355011,0
0,2852,19,3,3,3210,1.1500487327575684,0.7595198154449463,0
0,2852,19,4,4,101,1.0360809564590454,0.7380930781364441,0
0,2852,19,5,5,203,1.1626687049865723,0.7618172764778137,0
0,2852,19,6,6,2819,1.144118070602417,0.7584348917007446,0
0,2852,19,7,7,3127,1.1972150802612305,0.7680290341377258,0
0,2852,19,8,8,1279,1.1664814949035645,0.7625084519386292,0
0,2852,19,9,9,4166,1.4910328388214111,0.8162332773208618,0
0,2852,19,10,10,3305,1.4076197147369385,0.8033902645111084,0
0,2852,19,11,11,3765,1.366015911102295,0.7967357039451599,0
0,2852,19,12,12,2949,1.3557732105255127,0.7950718998908997,0
0,2852,19,13,13,2316,1.0985116958618164,0.749981164932251,0
0,2852,19,14,14,567,1.3030295372009277,0.7863444089889526,0
0,2852,19,15,15,771,1.2480801343917847,0.7769673466682434,0
0,2852,19,16,16,2569,1.327890396118164,0.79049152135849,0
0,2852,19,17,17,749,1.449114441871643,0.8098620772361755,0
0,2852,19,18,18,2258,1.2516745328903198,0.7775896191596985,0
0,2852,19,19,19,1090,1.3137682676315308,0.7881430387496948,0
1,1674,5,0,20,1674,1.2347452640533447,0.7746480703353882,1
1,1674,5,1,21,2725,1.061065435409546,0.7428941130638123,0
1,1674,5,2,22,2403,0.9398880004882812,0.7190770506858826,0
1,1674,5,3,23,2539,1.3544557094573975,0.7948570847511292,0
1,1674,5,4,24,1746,1.148411750793457,0.7592206597328186,0
1,1674,5,5,25,956,1.1434043645858765,0.7583041787147522,0
1,1674,5,6,26,3225,1.1364001035690308,0.7570180892944336,0
1,1674,5,7,27,1256,1.041149377822876,0.7390717267990112,0
1,1674,5,8,28,3514,1.2034406661987305,0.7691363096237183,0
