paper_id,conf_id,score
4,0,0.21134361624717712
5,0,0.8892769813537598
7,0,0.047113195061683655
8,0,0.3507295846939087
14,0,0.10879383981227875
21,0,0.6715022325515747
26,0,1.116255521774292
28,0,1.1525521278381348
35,0,0.11615817993879318
40,0,0.5359656810760498
42,0,0.21550656855106354
61,0,0.8370006680488586
75,0,1.1955140829086304
76,0,0.6967010498046875
77,0,0.5401995182037354
83,0,0.48759567737579346
93,0,0.22853083908557892
94,0,0.28330785036087036
96,0,0.554117739200592
100,0,0.4996858239173889
103,0,0.09149419516324997
108,0,0.33191409707069397
109,0,0.3263658583164215
115,0,0.2262769639492035
117,0,0.2673894166946411
125,0,0.7405988574028015
136,0,0.7523247003555298
142,0,0.433458536863327
147,1,0.15541845560073853
156,1,0.0489291250705719
168,1,0.027043325826525688
181,1,0.1399466097354889
182,1,0.11312716454267502
189,1,0.045998942106962204
193,1,0.05549000948667526
197,1,0.1480405628681183
199,1,0.07964324951171875
201,1,0.043217942118644714
203,1,0.08702408522367477
209,1,0.08565537631511688
213,1,0.0760284811258316
218,2,-0.05295807123184204
222,2,-0.00842760968953371
230,2,-0.045462071895599365
235,3,0.02975820004940033
236,3,0.0022477502934634686
239,3,0.012575949542224407
253,3,0.0027320990338921547
261,4,0.013624605722725391
262,4,0.012051527388393879
265,4,0.011574744246900082
266,4,0.018268462270498276
272,4,0.010419541969895363
285,5,0.03621479123830795
299,6,0.5995661616325378
310,6,0.5293239951133728
317,6,0.2564274072647095
326,6,0.30670851469039917
327,6,0.27292248606681824
332,6,0.18022529780864716
339,6,0.0313919335603714
341,6,0.5091743469238281
343,6,0.7474071979522705
348,6,0.5689359307289124
352,6,0.7692582607269287
367,6,0.06718199700117111
377,6,0.0781283974647522
386,6,0.28377896547317505
389,6,0.9179116487503052
395,6,0.37904953956604004
397,6,-0.19738027453422546
405,6,0.24187007546424866
407,6,0.18962794542312622
410,6,0.1915862262248993
426,6,0.5353440642356873
429,6,0.2847161591053009
430,6,0.3745139241218567
435,7,-0.05323053523898125
437,7,-0.08874085545539856
438,7,0.1352764517068863
447,7,0.010535135865211487
449,7,0.0004357956349849701
450,7,-0.006591201759874821
456,7,0.048789240419864655
459,7,-0.047693170607089996
464,7,0.006745900958776474
467,7,-0.0003729334566742182
475,7,0.0432402640581131
480,7,-0.04711010307073593
482,7,-0.03255008906126022
486,8,0.08169060200452805
488,8,0.10861879587173462
491,8,0.031564462929964066
492,8,0.028018593788146973
494,8,0.10346142947673798
507,8,0.08238963782787323
512,8,0.05066855996847153
515,8,0.05769514665007591
516,8,0.04861042648553848
519,8,0.09775786101818085
522,8,0.023348316550254822
525,8,0.1500416249036789
533,8,0.12098675221204758
550,9,0.19517818093299866
557,9,0.9141316413879395
559,9,0.11511319875717163
562,9,2.218715190887451
575,9,0.3040165305137634
579,9,0.6237099170684814
584,9,0.8304876089096069
591,9,1.4325485229492188
597,9,1.672351360321045
600,9,0.7605313062667847
604,9,1.1323025226593018
605,9,0.5257885456085205
608,9,0.5749914646148682
610,9,0.9673212766647339
611,9,1.021157145500183
618,9,1.242215871810913
619,9,0.7758105993270874
624,9,0.6306983232498169
629,9,1.6807445287704468
631,9,0.7360082268714905
633,9,2.0868875980377197
638,9,0.3730730712413788
643,9,1.0117014646530151
648,9,1.5674095153808594
652,9,0.40383291244506836
656,9,0.5841704607009888
660,9,0.7104370594024658
664,9,0.6024584174156189
665,9,0.46492281556129456
669,9,0.8495386242866516
682,9,0.7024158239364624
683,9,0.6543527841567993
688,9,1.0823748111724854
691,9,0.6145442724227905
699,9,0.7449947595596313
701,9,1.2082477807998657
702,9,0.41508030891418457
715,9,0.9955283403396606
720,9,0.7153487205505371
722,9,0.3020422160625458
740,10,0.16589899361133575
749,10,0.7550299167633057
781,10,0.07575985044240952
787,10,0.12855593860149384
789,10,0.449677973985672
803,10,0.14657825231552124
805,10,0.490281879901886
807,11,-0.045390237122774124
808,11,-0.008214020170271397
812,11,-0.0017760982736945152
815,11,-0.04224216192960739
824,11,0.022576263174414635
825,11,0.00549396313726902
831,11,-0.010446859523653984
835,11,0.01321282610297203
837,11,-0.03126676380634308
843,11,-0.009644955396652222
851,12,0.05545353889465332
852,12,0.021874312311410904
854,12,0.05622871592640877
858,12,0.03299303352832794
860,12,0.040271054953336716
863,12,0.04318290203809738
870,12,0.05943971127271652
873,12,0.07842384278774261
874,12,0.097867950797081
875,12,0.09678928554058075
878,12,0.05616539344191551
880,12,0.03780346363782883
883,12,0.057958755642175674
889,13,0.04662727564573288
899,13,0.03779500350356102
905,13,0.07094146311283112
908,13,0.01784604787826538
911,13,0.05533992126584053
914,13,0.06452897191047668
916,13,0.06429405510425568
917,13,0.031149307265877724
924,13,0.058485232293605804
926,13,0.054946791380643845
929,13,0.02563127689063549
950,14,-0.020175330340862274
959,14,-0.03668789193034172
960,15,2.237910270690918
963,15,0.2011701762676239
967,15,0.2567324638366699
968,15,1.7084051370620728
973,15,0.7615535855293274
975,15,0.3331747055053711
978,15,0.24374288320541382
986,15,0.682485044002533
991,15,1.1026637554168701
1000,15,0.38434258103370667
1005,15,-0.4301605224609375
1006,15,0.7643831968307495
1015,15,0.708674430847168
1019,15,0.033058397471904755
1020,15,0.5827267169952393
1028,15,-0.3984393775463104
1029,15,0.2762059271335602
1048,15,0.24237912893295288
1050,15,0.7248949408531189
1059,15,0.3484768271446228
1065,15,0.13891389966011047
1066,15,0.9224171042442322
1067,15,0.1470881700515747
1068,15,2.026843786239624
1072,15,0.1614452600479126
1075,15,0.19315709173679352
1081,15,0.4149470031261444
1090,15,0.41298067569732666
1093,15,0.16305029392242432
1097,15,1.3267993927001953
1103,15,-0.031015008687973022
1108,15,0.7743430137634277
1127,16,0.8379917740821838
1130,16,0.6649789810180664
1131,16,0.4292565584182739
1135,16,0.41258108615875244
1136,16,0.45430809259414673
1148,16,0.5792388319969177
1150,16,0.31237852573394775
1151,16,0.4834423065185547
1159,16,0.1490149199962616
1161,16,0.4126453399658203
1163,16,0.23372328281402588
1164,16,0.38215553760528564
1173,16,0.5744888782501221
1174,16,0.5077149271965027
1176,16,0.6647412776947021
1177,16,0.15558932721614838
1183,16,0.3210558295249939
1192,16,0.3948095738887787
1197,16,0.13309600949287415
1203,16,0.32403799891471863
1204,16,0.188996821641922
1206,16,0.4583941698074341
1208,16,0.20649392902851105
1210,16,0.4120527505874634
1214,16,0.31652405858039856
1228,16,0.36862075328826904
1229,16,0.6189000606536865
1230,16,0.9566459655761719
1234,16,0.33644720911979675
1243,16,0.47060975432395935
1254,17,0.4856526255607605
1266,17,0.3247983455657959
1268,17,0.5946732759475708
1275,17,0.4831119477748871
1278,17,0.3233727216720581
1279,17,0.4485739767551422
1280,17,0.9385021924972534
1285,17,0.47698187828063965
1293,17,0.2589912712574005
1294,17,0.30041244626045227
1297,17,0.5334126949310303
1301,17,1.0335220098495483
1309,17,1.161841869354248
1310,17,0.9023019075393677
1315,17,0.18430282175540924
1319,17,0.5879713892936707
1332,17,0.857979416847229
1335,17,0.5264855623245239
1339,17,0.5716701745986938
1345,17,0.381700724363327
1349,17,1.3075153827667236
1350,17,0.6050673127174377
1358,17,0.5313382148742676
1361,17,0.43349048495292664
1363,17,0.1463674008846283
1364,17,0.2388543039560318
1368,17,0.6987338066101074
1373,17,1.4270057678222656
1383,17,0.6530287861824036
1389,17,0.5486945509910583
1390,17,0.4374656081199646
1404,18,0.014434631913900375
1409,18,0.038105446845293045
1418,18,0.034320224076509476
1419,18,0.06269576400518417
1423,18,0.027198515832424164
1425,18,0.07388696819543839
1427,18,0.0640125572681427
1428,18,0.12040936201810837
272,0,0.2940730154514313
272,9,0.8646148443222046
272,17,0.4196704626083374
1090,4,0.010931245982646942
1090,5,0.04143734276294708
1090,18,0.0622275173664093
911,2,-0.00852377712726593
911,8,0.07985077798366547
911,12,0.03303379565477371
975,7,-0.018061600625514984
975,10,0.03377702832221985
975,17,0.17638352513313293
100,4,0.013621235266327858
100,7,-0.08225858211517334
100,12,0.08900902420282364
611,6,-0.03869980573654175
611,13,0.05623459443449974
611,15,-0.5416731834411621
1349,6,0.14469856023788452
1349,10,0.8481832146644592
1349,18,0.16649875044822693
193,3,0.01702924445271492
193,11,-0.03265969455242157
193,17,0.35568785667419434
389,2,-0.041905347257852554
389,9,0.880355179309845
389,14,-0.056990157812833786
562,4,0.031620778143405914
562,7,-0.12528681755065918
562,19,-0.03278762102127075
633,3,0.08679463714361191
633,15,2.032066822052002
633,16,1.6852463483810425
1350,2,-0.03074025548994541
1350,14,-0.04183448851108551
1350,19,-0.05535123497247696
230,12,0.09071225672960281
230,14,-0.04782206937670708
230,15,0.35085803270339966
656,3,0.028788799419999123
656,5,0.10371355712413788
656,19,-0.01988733559846878
4,12,0.03503551706671715
4,13,0.05489509552717209
4,18,0.04160621017217636
1093,13,0.029205303639173508
1093,16,0.12160564959049225
1093,18,0.017631031572818756
507,0,0.16538281738758087
507,9,0.7293367981910706
507,13,0.06124681979417801
1285,5,0.08376473188400269
1285,6,0.7489340305328369
1285,7,-0.012917779386043549
1173,0,0.6925774216651917
1173,9,0.8525794744491577
1173,14,-0.04488389939069748
959,5,0.045367591083049774
959,17,0.2910463511943817
959,19,-0.034786831587553024
978,11,-0.01286107487976551
978,16,0.1865978091955185
978,17,0.17858991026878357
1015,8,0.069713294506073
1015,9,0.5997901558876038
1015,10,0.09608307480812073
197,14,0.011885534040629864
197,17,0.5159046649932861
197,19,-0.021104294806718826
914,4,0.008670341223478317
914,8,0.09195152670145035
914,12,0.04170892387628555
464,9,0.5329700708389282
464,13,0.049992263317108154
464,19,-6.489921361207962e-05
1174,1,0.19617724418640137
1174,14,0.02069174312055111
1174,15,0.005345463752746582
35,5,0.016749443486332893
35,12,0.02537449449300766
35,15,0.08542530983686447
870,4,0.006706449203193188
870,9,0.6553677320480347
870,11,-0.005491989199072123
1197,4,0.005328027997165918
1197,14,-0.04944682866334915
1197,18,0.0222660880535841
435,1,0.15129682421684265
435,4,0.010420506820082664
435,13,0.07274030894041061
339,9,0.7005636096000671
339,15,-0.17691901326179504
339,17,0.4578392803668976
488,0,0.6175717711448669
488,11,-0.020880943164229393
488,19,-0.04493201896548271
525,1,0.1739507019519806
525,9,1.2968257665634155
525,11,0.053111813962459564
1383,1,0.15592879056930542
1383,2,0.010416644625365734
1383,12,0.04709969833493233
1097,3,0.03500877320766449
1097,11,-0.00984529871493578
1097,19,-0.06442581862211227
437,0,0.5018675327301025
437,14,-0.01811087504029274
437,15,0.4648759961128235
326,4,-0.000971010304056108
326,11,-0.047051072120666504
326,14,-0.03721669316291809
749,2,0.04323648288846016
749,14,0.059480540454387665
749,18,0.15539485216140747
438,4,0.027720080688595772
438,8,0.042837925255298615
438,16,0.8721597194671631
