query_row,movie_local,rank_of_positive,candidate_position,candidate_id,link_local,raw_score,score,label
0,2852,15,0,0,2852,0.929247260093689,0.7169225215911865,1
0,2852,15,1,1,2029,0.912124752998352,0.7134347558021545,0
0,2852,15,2,2,1446,1.072761058807373,0.7451216578483582,0
0,2852,15,3,3,3210,1.0481948852539062,0.7404281497001648,0
0,2852,15,4,4,101,0.8935542106628418,0.7096230983734131,0
0,2852,15,5,5,203,1.042583703994751,0.7393482327461243,0
0,2852,15,6,6,2819,0.9078973531723022,0.7125697135925293,0
0,2852,15,7,7,3127,1.0033769607543945,0.7317219972610474,0
0,2852,15,8,8,1279,0.9669862985610962,0.7245184183120728,0
0,2852,15,9,9,4166,0.9936022758483887,0.7297988533973694,0
0,2852,15,10,10,3305,1.053575873374939,0.7414609789848328,0
0,2852,15,11,11,3765,1.2155115604400635,0.7712727189064026,0
0,2852,15,12,12,2949,0.8774464726448059,0.7062927484512329,0
0,2852,15,13,13,2316,0.7984001636505127,0.6896321177482605,0
0,2852,15,14,14,567,1.0261504650115967,0.7361689209938049,0
0,2852,15,15,15,771,1.065058708190918,0.7436560988426208,0
0,2852,15,16,16,2569,1.127601981163025,0.7553961277008057,0
0,2852,15,17,17,749,1.3966929912567139,0.801658570766449,0
0,2852,15,18,18,2258,1.4832954406738281,0.8150697946548462,0
0,2852,15,19,19,1090,1.007753849029541,0.7325803637504578,0
1,1674,9,0,20,1674,0.9218560457229614,0.715420126914978,1
1,1674,9,1,21,2725,0.8286234140396118,0.696063756942749,0
1,1674,9,2,22,2403,0.7021373510360718,0.6686614751815796,0
1,1674,9,3,23,2539,1.3265321254730225,0.7902664542198181,0
1,1674,9,4,24,1746,1.1128723621368408,0.7526642084121704,0
1,1674,9,5,25,956,0.8688099384307861,0.7044979929924011,0
1,1674,9,6,26,3225,0.8662704229354858,0.7039690613746643,0
1,1674,9,7,27,1256,0.9340760111808777,0.7179015278816223,0
1,1674,9,8,28,3514,1.0512455701828003,0.7410140633583069,0
1,1674,9,9,29,2097,0.7957475185394287,0.6890641450881958,0
1,1674,9,10,30,823,0.9201759099960327,0.7150779366493225,0
1,1674,9,11,31,3242,0.7238596081733704,0.6734563708305359,0
1,1674,9,12,32,2206,0.9031329154968262,0.7115929126739502,0
1,1674,9,13,33,3931,0.8312640190124512,0.6966221332550049,0
1,1674,9,14,34,3715,0.9449001550674438,0.7200884222984314,0
1,1674,9,15,35,2891,0.883770227432251,0.707602858543396,0
1,1674,9,16,36,2511,1.0369386672973633,0.7382588386535645,0
1,1674,9,17,37,3605,0.8390308022499084,0.698261022567749,0
1,1674,9,18,38,62,1.1237688064575195,0.7546870708465576,0
1,1674,9,19,39,2581,1.1145050525665283,0.7529680728912354,0
2,2613,19,0,40,2613,0.8558642864227295,0.7017958760261536,1
2,2613,19,1,41,2695,0.9125836491584778,0.713528573513031,0
2,2613,19,2,42,691,1.318579077720642,0.788945198059082,0
2,2613,19,3,43,3134,0.8388919234275818,0.6982317566871643,0
2,2613,19,4,44,2679,1.2467374801635742,0.7767345905303955,0
2,2613,19,5,45,2846,1.2287471294403076,0.7735992074012756,0
2,2613,19,6,46,960,0.9889492988586426,0.7288803458213806,0
2,2613,19,7,47,3971,1.1281862258911133,0.7555040121078491,0
2,2613,19,8,48,24,1.1481602191925049,0.7591747045516968,0
2,2613,19,9,49,2896,0.9975590705871582,0.7305784225463867,0
2,2613,19,10,50,164,1.2232189178466797,0.7726294994354248,0
2,2613,19,11,51,1460,0.9686046242713928,0.7248412370681763,0
2,2613,19,12,52,2567,1.2889206409454346,0.7839644551277161,0
2,2613,19,13,53,2765,1.0844225883483887,0.7473300099372864,0
2,2613,19,14,54,267,0.9330520629882812,0.717694103717804,0
2,2613,19,15,55,806,0.9267302751541138,0.7164114713668823,0
2,2613,19,16,56,1075,1.192528486251831,0.7671930193901062,0
2,2613,19,17,57,3933,1.1121697425842285,0.7525333762168884,0
2,2613,19,18,58,2509,1.0489287376403809,0.7405691146850586,0
2,2613,19,19,59,2342,1.1297588348388672,0.7557944059371948,0
3,2715,17,0,60,2715,0.8230686187744141,0.6948873400688171,1
3,2715,17,1,61,1759,1.0516357421875,0.7410888671875,0
3,2715,17,2,62,3669,1.0508379936218262,0.740935742855072,0
3,2715,17,3,63,1788,0.8722282648086548,0.7052091360092163,0
3,2715,17,4,64,278,1.210556983947754,0.7703974843025208,0
3,2715,17,5,65,683,1.1693378686904907,0.7630253434181213,0
3,2715,17,6,66,1325,1.0399270057678223,0.7388359308242798,0
3,2715,17,7,67,1870,1.1889832019805908,0.7665591835975647,0
3,2715,17,8,68,1229,1.2045118808746338,0.7693264484405518,0
3,2715,17,9,69,2642,0.9828251004219055,0.7276684045791626,0
3,2715,17,10,70,979,1.1183286905288696,0.753678560256958,0
3,2715,17,11,71,3103,0.7944313287734985,0.6887820363044739,0
3,2715,17,12,72,2665,0.9771432876586914,0.7265410423278809,0
3,2715,17,13,73,3307,1.026860237121582,0.7363067269325256,0
3,2715,17,14,74,864,0.8633540868759155,0.7033609747886658,0
3,2715,17,15,75,3989,0.764744222164154,0.6823828816413879,0
3,2715,17,16,76,1609,1.1213350296020508,0.7542362213134766,0
