query_row,movie_local,rank_of_positive,candidate_position,candidate_id,link_local,raw_score,score,label
0,2852,13,0,0,2852,0.8284828662872314,0.6960340738296509,1
0,2852,13,1,1,2029,0.787946343421936,0.6873902082443237,0
0,2852,13,2,2,1446,0.9330755472183228,0.7176988124847412,0
0,2852,13,3,3,3210,0.9326179027557373,0.7176061272621155,0
0,2852,13,4,4,101,0.8035394549369812,0.6907311081886292,0
0,2852,13,5,5,203,0.8575259447097778,0.7021434903144836,0
0,2852,13,6,6,2819,0.7531571388244629,0.6798661947250366,0
0,2852,13,7,7,3127,0.8821600675582886,0.7072696089744568,0
0,2852,13,8,8,1279,0.8565477132797241,0.7019388675689697,0
0,2852,13,9,9,4166,0.9081590175628662,0.7126232981681824,0
0,2852,13,10,10,3305,0.922437310218811,0.7155384421348572,0
0,2852,13,11,11,3765,1.0450862646102905,0.7398302555084229,0
0,2852,13,12,12,2949,0.774406909942627,0.68447345495224,0
0,2852,13,13,13,2316,0.7328510284423828,0.6754306554794312,0
0,2852,13,14,14,567,0.850135862827301,0.7005956768989563,0
0,2852,13,15,15,771,0.7567126154899597,0.6806395649909973,0
0,2852,13,16,16,2569,0.9800297617912292,0.7271141409873962,0
0,2852,13,17,17,749,1.1034764051437378,0.7509109377861023,0
0,2852,13,18,18,2258,1.0952280759811401,0.7493649125099182,0
0,2852,13,19,19,1090,0.7873765230178833,0.6872677206993103,0
1,1674,16,0,20,1674,0.742195725440979,0.6774758100509644,1
1,1674,16,1,21,2725,0.7716293334960938,0.6838732361793518,0
1,1674,16,2,22,2403,0.6870998740196228,0.6653214693069458,0
1,1674,16,3,23,2539,1.0521626472473145,0.7411899566650391,0
1,1674,16,4,24,1746,0.9506330490112305,0.7212424278259277,0
1,1674,16,5,25,956,0.7026423215866089,0.668773353099823,0
1,1674,16,6,26,3225,0.794245719909668,0.6887422800064087,0
1,1674,16,7,27,1256,0.8461549282073975,0.6997599601745605,0
1,1674,16,8,28,3514,0.9115210175514221,0.7133113145828247,0
1,1674,16,9,29,2097,0.731382429599762,0.6751085519790649,0
1,1674,16,10,30,823,0.8559284210205078,0.7018092274665833,0
1,1674,16,11,31,3242,0.7013752460479736,0.6684926152229309,0
1,1674,16,12,32,2206,0.7851647138595581,0.6867921948432922,0
1,1674,16,13,33,3931,0.7769942879676819,0.6850319504737854,0
1,1674,16,14,34,3715,0.8705337047576904,0.7048567533493042,0
1,1674,16,15,35,2891,0.8142158389091492,0.6930071115493774,0
1,1674,16,16,36,2511,0.9229248762130737,0.715637743473053,0
1,1674,16,17,37,3605,0.7846369743347168,0.6866785883903503,0
1,1674,16,18,38,62,0.9503810405731201,0.7211918234825134,0
1,1674,16,19,39,2581,0.9068317413330078,0.712351381778717,0
2,2613,18,0,40,2613,0.7751790285110474,0.684640109539032,1
2,2613,18,1,41,2695,0.842741847038269,0.6990423798561096,0
2,2613,18,2,42,691,1.1131991147994995,0.7527250647544861,0
2,2613,18,3,43,3134,0.7694133520126343,0.6833940148353577,0
2,2613,18,4,44,2679,1.0515841245651245,0.7410789728164673,0
2,2613,18,5,45,2846,1.07559335231781,0.7456591725349426,0
2,2613,18,6,46,960,0.8723998069763184,0.7052448391914368,0
2,2613,18,7,47,3971,1.021482229232788,0.7352612018585205,0
2,2613,18,8,48,24,1.0052567720413208,0.7320908904075623,0
2,2613,18,9,49,2896,0.8740045428276062,0.7055782675743103,0
2,2613,18,10,50,164,1.0075719356536865,0.7325446605682373,0
2,2613,18,11,51,1460,0.8880581855773926,0.7084892988204956,0
2,2613,18,12,52,2567,1.031059741973877,0.7371212840080261,0
2,2613,18,13,53,2765,0.9768375754356384,0.72648024559021,0
2,2613,18,14,54,267,0.8522366285324097,0.7010360956192017,0
2,2613,18,15,55,806,0.7706396579742432,0.6836591958999634,0
2,2613,18,16,56,1075,1.0202969312667847,0.7350304126739502,0
2,2613,18,17,57,3933,0.9726743698120117,0.7256522178649902,0
2,2613,18,18,58,2509,0.8990158438682556,0.7107471823692322,0
2,2613,18,19,59,2342,0.9615987539291382,0.7234417796134949,0
3,2715,17,0,60,2715,0.7159286141395569,0.6717098355293274,1
3,2715,17,1,61,1759,0.9280161261558533,0.7166726589202881,0
3,2715,17,2,62,3669,0.8663844466209412,0.7039927840232849,0
3,2715,17,3,63,1788,0.7811394929885864,0.6859256625175476,0
3,2715,17,4,64,278,0.9142169952392578,0.7138622999191284,0
3,2715,17,5,65,683,0.9770729541778564,0.7265270948410034,0
3,2715,17,6,66,1325,0.9122052192687988,0.7134512066841125,0
3,2715,17,7,67,1870,0.8895220756530762,0.7087915539741516,0
3,2715,17,8,68,1229,0.9174636602401733,0.714525043964386,0
3,2715,17,9,69,2642,0.8557308912277222,0.7017679214477539,0
3,2715,17,10,70,979,0.9946034550666809,0.7299962639808655,0
3,2715,17,11,71,3103,0.7017966508865356,0.668586015701294,0
3,2715,17,12,72,2665,0.842652440071106,0.6990235447883606,0
3,2715,17,13,73,3307,0.9059999585151672,0.7121809124946594,0
3,2715,17,14,74,864,0.7650936245918274,0.6824586391448975,0
3,2715,17,15,75,3989,0.686301589012146,0.6651436686515808,0
3,2715,17,16,76,1609,0.9919058680534363,0.7294642329216003,0
3,2715,17,17,77,2564,0.8260088562965393,0.6955103278160095,0
3,2715,17,18,78,1416,0.853802502155304,0.7013641595840454,0
3,2715,17,19,79,1429,0.6802120208740234,0.6637860536575317,0
4,2019,16,0,80,2019,0.8517657518386841,0.7009373903274536,1
4,2019,16,1,81,690,0.9827836751937866,0.7276601791381836,0
4,2019,16,2,82,1170,0.8974101543426514,0.7104169726371765,0
4,2019,16,3,83,1150,0.8318771719932556,0.6967517137527466,0
4,2019,16,4,84,63,1.0125629901885986,0.7335214018821716,0
4,2019,16,5,85,2822,0.8841936588287354,0.7076904773712158,0
4,2019,16,6,86,3261,0.8883547186851501,0.7085505723953247,0
4,2019,16,7,87,4126,0.7658815979957581,0.6826293468475342,0
4,2019,16,8,88,3935,0.9121431112289429,0.7134385108947754,0
4,2019,16,9,89,3975,0.6937201023101807,0.666793942451477,0
4,2019,16,10,90,3375,0.8893494009971619,0.7087559103965759,0
4,2019,16,11,91,1231,0.9964649677276611,0.7303629517555237,0
4,2019,16,12,92,158,0.9343172311782837,0.7179503440856934,0
4,2019,16,13,93,3954,0.8959528207778931,0.7101171612739563,0
4,2019,16,14,94,3078,0.9488354325294495,0.720880925655365,0
4,2019,16,15,95,2585,0.867167592048645,0.7041559815406799,0
4,2019,16,16,96,700,0.9944342970848083,0.7299628853797913,0
4,2019,16,17,97,3186,0.9456712007522583,0.7202437520027161,0
4,2019,16,18,98,3652,0.9055277109146118,0.7120841145515442,0
