query_row,movie_local,rank_of_positive,candidate_position,candidate_id,link_local,raw_score,score,label
0,2852,15,0,0,2852,0.8835561275482178,0.7075585722923279,1
0,2852,15,1,1,2029,0.8771225810050964,0.706225574016571,0
0,2852,15,2,2,1446,1.0055017471313477,0.7321389317512512,0
0,2852,15,3,3,3210,0.9864603877067566,0.7283881902694702,0
0,2852,15,4,4,101,0.8325576186180115,0.6968954801559448,0
0,2852,15,5,5,203,0.9735338091850281,0.7258232831954956,0
0,2852,15,6,6,2819,0.8686017394065857,0.7044546604156494,0
0,2852,15,7,7,3127,0.9550482630729675,0.7221293449401855,0
0,2852,15,8,8,1279,0.9127820134162903,0.7135691046714783,0
0,2852,15,9,9,4166,0.9544830322265625,0.7220157980918884,0
0,2852,15,10,10,3305,0.9895293116569519,0.7289949059486389,0
0,2852,15,11,11,3765,1.1353145837783813,0.7568183541297913,0
0,2852,15,12,12,2949,0.8179076910018921,0.6937919855117798,0
0,2852,15,13,13,2316,0.7794632911682129,0.685564398765564,0
0,2852,15,14,14,567,0.9882215261459351,0.7287364602088928,0
0,2852,15,15,15,771,1.0459654331207275,0.7399994134902954,0
0,2852,15,16,16,2569,1.0560741424560547,0.7419396042823792,0
0,2852,15,17,17,749,1.282413125038147,0.782860279083252,0
0,2852,15,18,18,2258,1.281214714050293,0.7826564908027649,0
0,2852,15,19,19,1090,0.9595324397087097,0.7230281829833984,0
1,1674,11,0,20,1674,0.86017906665802,0.7026980519294739,1
1,1674,11,1,21,2725,0.8179249167442322,0.6937956809997559,0
1,1674,11,2,22,2403,0.7009373903274536,0.6683955788612366,0
1,1674,11,3,23,2539,1.250238299369812,0.7773410677909851,0
1,1674,11,4,24,1746,1.0627394914627075,0.7432137131690979,0
1,1674,11,5,25,956,0.844741940498352,0.6994630098342896,0
1,1674,11,6,26,3225,0.8262383937835693,0.6955589652061462,0
1,1674,11,7,27,1256,0.872724711894989,0.7053123116493225,0
1,1674,11,8,28,3514,0.9925428628921509,0.7295898795127869,0
1,1674,11,9,29,2097,0.7426718473434448,0.6775798797607422,0
1,1674,11,10,30,823,0.8798828125,0.7067979574203491,0
1,1674,11,11,31,3242,0.7066264748573303,0.6696553230285645,0
1,1674,11,12,32,2206,0.8757728934288025,0.7059454917907715,0
1,1674,11,13,33,3931,0.8051056861877441,0.6910655498504639,0
1,1674,11,14,34,3715,0.9070309400558472,0.7123922109603882,0
1,1674,11,15,35,2891,0.8579024076461792,0.7022222280502319,0
1,1674,11,16,36,2511,0.9836318492889404,0.7278282642364502,0
1,1674,11,17,37,3605,0.8072432279586792,0.6915217041969299,0
1,1674,11,18,38,62,1.042226791381836,0.7392793893814087,0
1,1674,11,19,39,2581,1.0754156112670898,0.7456254363059998,0
2,2613,20,0,40,2613,0.8151826858520508,0.6932127475738525,1
2,2613,20,1,41,2695,0.8894487619400024,0.7087763547897339,0
2,2613,20,2,42,691,1.2422326803207397,0.7759523987770081,0
2,2613,20,3,43,3134,0.8179706335067749,0.6938053965568542,0
2,2613,20,4,44,2679,1.1669940948486328,0.7626012563705444,0
2,2613,20,5,45,2846,1.1630947589874268,0.7618945837020874,0
2,2613,20,6,46,960,0.9245365858078003,0.7159655690193176,0
2,2613,20,7,47,3971,1.0720458030700684,0.7449857592582703,0
2,2613,20,8,48,24,1.0905519723892212,0.7484856247901917,0
2,2613,20,9,49,2896,0.9654545187950134,0.7242125868797302,0
2,2613,20,10,50,164,1.132822036743164,0.756359338760376,0
2,2613,20,11,51,1460,0.9114581942558289,0.7132984399795532,0
2,2613,20,12,52,2567,1.209284782409668,0.7701723575592041,0
2,2613,20,13,53,2765,1.034437656402588,0.7377753257751465,0
2,2613,20,14,54,267,0.8795359134674072,0.70672607421875,0
2,2613,20,15,55,806,0.912712574005127,0.7135549187660217,0
2,2613,20,16,56,1075,1.0807539224624634,0.7466366291046143,0
2,2613,20,17,57,3933,1.0697933435440063,0.7445576190948486,0
2,2613,20,18,58,2509,0.9333925247192383,0.7177630662918091,0
2,2613,20,19,59,2342,1.0388976335525513,0.7386372685432434,0
3,2715,18,0,60,2715,0.7546231746673584,0.6801851987838745,1
3,2715,18,1,61,1759,0.9803593754768372,0.7271795272827148,0
3,2715,18,2,62,3669,0.9836034774780273,0.7278226613998413,0
3,2715,18,3,63,1788,0.842006504535675,0.6988876461982727,0
3,2715,18,4,64,278,1.1084520816802979,0.7518404126167297,0
3,2715,18,5,65,683,1.1008083820343018,0.7504115104675293,0
3,2715,18,6,66,1325,0.9841232299804688,0.7279255986213684,0
3,2715,18,7,67,1870,1.0734827518463135,0.7452586889266968,0
3,2715,18,8,68,1229,1.0892150402069092,0.7482339143753052,0
3,2715,18,9,69,2642,0.9321261644363403,0.7175064086914062,0
3,2715,18,10,70,979,1.0579439401626587,0.7422974109649658,0
3,2715,18,11,71,3103,0.7586027383804321,0.6810503005981445,0
3,2715,18,12,72,2665,0.9103813767433167,0.7130782008171082,0
3,2715,18,13,73,3307,0.9842845797538757,0.727957546710968,0
3,2715,18,14,74,864,0.8321287631988525,0.6968048810958862,0
3,2715,18,15,75,3989,0.7352617979049683,0.6759588718414307,0
3,2715,18,16,76,1609,1.0553666353225708,0.7418041229248047,0
