paper_id,conf_id,score
4,0,-0.21751022338867188
5,0,0.27656370401382446
7,0,-0.6287059187889099
8,0,0.03760123252868652
14,0,-0.25778236985206604
21,0,1.0484322309494019
26,0,0.5979511737823486
28,0,1.216515302658081
35,0,-0.45062142610549927
40,0,-0.02582007646560669
42,0,-0.651867687702179
61,0,0.19020456075668335
75,0,0.9199632406234741
76,0,-0.08942997455596924
77,0,0.44633230566978455
83,0,-0.10564188659191132
93,0,0.24613286554813385
94,0,-1.9005937576293945
96,0,-0.10331734269857407
100,0,0.24259290099143982
103,0,-0.6309332251548767
108,0,0.20748749375343323
109,0,-0.1481424868106842
115,0,-0.2699894309043884
117,0,0.09282450377941132
125,0,0.7178179025650024
136,0,0.08177876472473145
142,0,0.18498307466506958
147,1,-0.1854410171508789
156,1,-0.48713091015815735
168,1,0.04714852571487427
181,1,0.028434008359909058
182,1,0.05883890762925148
189,1,0.03514096885919571
193,1,0.12886661291122437
197,1,-0.1485694944858551
199,1,-0.33340975642204285
201,1,-0.06823841482400894
203,1,0.01905548945069313
209,1,0.10953909903764725
213,1,0.051729876548051834
218,2,-0.09208952635526657
222,2,-0.03234697878360748
230,2,-0.11178575456142426
235,3,-0.12094417214393616
236,3,-0.058984123170375824
239,3,0.008698424324393272
253,3,-0.029876910150051117
261,4,-0.011141309514641762
262,4,0.007791860029101372
265,4,0.01669083908200264
266,4,-0.025645438581705093
272,4,0.006054052617400885
285,5,-0.11584898829460144
299,6,0.9678057432174683
310,6,0.8960940837860107
317,6,0.6657087802886963
326,6,0.9595334529876709
327,6,0.38846442103385925
332,6,0.6797213554382324
339,6,-0.5291740298271179
341,6,1.009186029434204
343,6,1.2169826030731201
348,6,0.7501682043075562
352,6,0.9860294461250305
367,6,-0.43255844712257385
377,6,0.3414422869682312
386,6,-0.017947446554899216
389,6,1.713165283203125
395,6,-0.31775301694869995
397,6,-0.3643880784511566
405,6,0.444198340177536
407,6,0.4413120746612549
410,6,0.2823207378387451
426,6,1.1187951564788818
429,6,0.6461913585662842
430,6,0.6993087530136108
435,7,-0.28038352727890015
437,7,-0.3885587155818939
438,7,0.29684504866600037
447,7,0.15286831557750702
449,7,0.11781913787126541
450,7,-0.07251232117414474
456,7,-0.31463557481765747
459,7,-0.2672487795352936
464,7,0.0357242226600647
467,7,0.05120576173067093
475,7,0.07203233242034912
480,7,-0.05847232788801193
482,7,-0.22424772381782532
486,8,0.18495389819145203
488,8,-0.12375275045633316
491,8,0.0986517146229744
492,8,0.07575999200344086
494,8,0.19296489655971527
507,8,0.11791357398033142
