query_row,movie_local,rank_of_positive,candidate_position,candidate_id,director_local,raw_score,score,label
0,2852,5,0,0,1159,0.8616870641708374,0.703013002872467,1
0,2852,5,1,1,2075,0.4947991371154785,0.6212363839149475,0
0,2852,5,2,2,1817,0.49682992696762085,0.6217141151428223,0
0,2852,5,3,3,1652,0.7094601392745972,0.6702818274497986,0
0,2852,5,4,4,1600,0.6903290748596191,0.6660401821136475,0
0,2852,5,5,5,726,0.6786996126174927,0.6634483933448792,0
0,2852,5,6,6,1774,0.6890174150466919,0.6657482981681824,0
0,2852,5,7,7,1918,0.8747323751449585,0.7057294845581055,0
0,2852,5,8,8,621,1.0369887351989746,0.7382686138153076,0
0,2852,5,9,9,124,0.5215567350387573,0.627511739730835,0
0,2852,5,10,10,1849,0.6866546869277954,0.6652223467826843,0
0,2852,5,11,11,356,0.5109401941299438,0.6250268816947937,0
0,2852,5,12,12,1309,0.49781912565231323,0.6219466924667358,0
0,2852,5,13,13,1779,0.717352569103241,0.6720237731933594,0
0,2852,5,14,14,1804,0.6919580698013306,0.6664023995399475,0
0,2852,5,15,15,858,0.7028031349182129,0.6688089370727539,0
0,2852,5,16,16,1488,0.5261489748954773,0.6285844445228577,0
0,2852,5,17,17,540,0.8743744492530823,0.7056551575660706,0
0,2852,5,18,18,1516,1.3490779399871826,0.7939788699150085,0
0,2852,5,19,19,1807,0.6905316710472107,0.6660852432250977,0
1,1674,1,0,20,149,2.03851056098938,0.8847814798355103,1
1,1674,1,1,21,1893,0.7289819717407227,0.6745818257331848,0
1,1674,1,2,22,1080,0.7201311588287354,0.6726359128952026,0
1,1674,1,3,23,893,0.5315662622451782,0.6298483610153198,0
1,1674,1,4,24,491,0.5154093503952026,0.6260737180709839,0
1,1674,1,5,25,373,0.8431075811386108,0.6991192698478699,0
1,1674,1,6,26,214,0.5105692148208618,0.6249398589134216,0
1,1674,1,7,27,426,1.3471322059631348,0.7936604022979736,0
1,1674,1,8,28,945,0.5008376240730286,0.6226561665534973,0
1,1674,1,9,29,363,0.5265588760375977,0.6286801695823669,0
1,1674,1,10,30,870,0.5184954404830933,0.6267958879470825,0
1,1674,1,11,31,1296,0.5480164289474487,0.633675217628479,0
1,1674,1,12,32,1200,0.6922231316566467,0.6664612889289856,0
1,1674,1,13,33,743,0.8546509146690369,0.7015418410301208,0
1,1674,1,14,34,2015,0.5602700710296631,0.6365150213241577,0
1,1674,1,15,35,1203,0.8759763240814209,0.7059876918792725,0
1,1674,1,16,36,653,0.5356321334838867,0.6307957172393799,0
1,1674,1,17,37,1477,0.5309983491897583,0.6297159194946289,0
1,1674,1,18,38,847,0.8708178997039795,0.7049158811569214,0
1,1674,1,19,39,256,1.1727209091186523,0.7636364698410034,0
2,2613,7,0,40,798,0.8800825476646423,0.7068393230438232,1
2,2613,7,1,41,794,0.7083579301834106,0.6700382232666016,0
2,2613,7,2,42,1462,0.6902146339416504,0.6660146713256836,0
2,2613,7,3,43,426,1.3604645729064941,0.7958351373672485,0
2,2613,7,4,44,1088,1.0373789072036743,0.7383439540863037,0
2,2613,7,5,45,298,0.7198287844657898,0.6725693345069885,0
2,2613,7,6,46,1423,1.3233511447906494,0.7897387146949768,0
2,2613,7,7,47,1381,0.856412410736084,0.7019105553627014,0
2,2613,7,8,48,930,1.0339173078536987,0.7376746535301208,0
2,2613,7,9,49,754,0.885443925857544,0.7079490423202515,0
2,2613,7,10,50,775,0.5105740427970886,0.6249410510063171,0
2,2613,7,11,51,15,0.7108457088470459,0.6705880165100098,0
2,2613,7,12,52,202,1.3597822189331055,0.7957242727279663,0
2,2613,7,13,53,1154,0.5324338674545288,0.6300505995750427,0
2,2613,7,14,54,420,0.6923071146011353,0.6664799451828003,0
2,2613,7,15,55,1815,0.5273690223693848,0.6288692951202393,0
2,2613,7,16,56,1968,0.725199282169342,0.6737508773803711,0
2,2613,7,17,57,1148,0.718792736530304,0.6723411083221436,0
2,2613,7,18,58,783,0.6894813776016235,0.6658515334129333,0
2,2613,7,19,59,627,0.6930235624313354,0.6666392087936401,0
3,2715,2,0,60,655,1.3406765460968018,0.7926011681556702,1
3,2715,2,1,61,2007,0.5268670320510864,0.6287521123886108,0
3,2715,2,2,62,1896,0.7300317287445068,0.6748122572898865,0
3,2715,2,3,63,1610,1.1864104270935059,0.7660984396934509,0
3,2715,2,4,64,327,0.5391126871109009,0.6316059827804565,0
3,2715,2,5,65,1959,0.7078841924667358,0.6699334383010864,0
3,2715,2,6,66,1218,1.4879220724105835,0.8157662153244019,0
3,2715,2,7,67,1627,0.7029440999031067,0.668840229511261,0
3,2715,2,8,68,580,0.7199791073799133,0.6726024150848389,0
3,2715,2,9,69,1990,0.8664369583129883,0.7040037512779236,0
3,2715,2,10,70,524,0.5227802991867065,0.6277976632118225,0
3,2715,2,11,71,1661,0.7101075053215027,0.6704249382019043,0
3,2715,2,12,72,123,1.033794641494751,0.7376508712768555,0
3,2715,2,13,73,453,0.6675750017166138,0.6609599590301514,0
3,2715,2,14,74,93,0.6711220741271973,0.6617543697357178,0
3,2715,2,15,75,1264,0.6716031432151794,0.6618620753288269,0
3,2715,2,16,76,303,0.7090485095977783,0.6701909303665161,0
