query_row,movie_local,rank_of_positive,candidate_position,candidate_id,director_local,raw_score,score,label
0,2852,5,0,0,1159,0.7709624767303467,0.6837290525436401,1
0,2852,5,1,1,2075,0.45159703493118286,0.6110188961029053,0
0,2852,5,2,2,1817,0.45328885316848755,0.6114209294319153,0
0,2852,5,3,3,1652,0.638210654258728,0.6543488502502441,0
0,2852,5,4,4,1600,0.621509313583374,0.6505617499351501,0
0,2852,5,5,5,726,0.6108406186103821,0.6481325030326843,0
0,2852,5,6,6,1774,0.620861291885376,0.6504144072532654,0
0,2852,5,7,7,1918,0.7823154926300049,0.6861789226531982,0
0,2852,5,8,8,621,0.9221706390380859,0.7154841423034668,0
0,2852,5,9,9,124,0.47515055537223816,0.6166021227836609,0
0,2852,5,10,10,1849,0.6182659864425659,0.6498240828514099,0
0,2852,5,11,11,356,0.466198205947876,0.6144834756851196,0
0,2852,5,12,12,1309,0.45389696955680847,0.611565351486206,0
0,2852,5,13,13,1779,0.6452383995056152,0.655936598777771,0
0,2852,5,14,14,1804,0.622768759727478,0.6508479714393616,0
0,2852,5,15,15,858,0.6333218812942505,0.653242290019989,0
0,2852,5,16,16,1488,0.4795788526535034,0.6176484227180481,0
0,2852,5,17,17,540,0.7810513973236084,0.6859066486358643,0
0,2852,5,18,18,1516,1.189882755279541,0.7667201161384583,0
0,2852,5,19,19,1807,0.620951771736145,0.6504349708557129,0
1,1674,1,0,20,149,1.7922176122665405,0.85719895362854,1
1,1674,1,1,21,1893,0.6584655046463013,0.6589155793190002,0
1,1674,1,2,22,1080,0.6487315893173218,0.6567245721817017,0
1,1674,1,3,23,893,0.48562872409820557,0.619076132774353,0
1,1674,1,4,24,491,0.4708560109138489,0.6155863404273987,0
1,1674,1,5,25,373,0.7571228742599487,0.6807287335395813,0
1,1674,1,6,26,214,0.46702539920806885,0.6146794557571411,0
1,1674,1,7,27,426,1.1906330585479736,0.7668542861938477,0
1,1674,1,8,28,945,0.4576931595802307,0.6124668121337891,0
1,1674,1,9,29,363,0.48081254959106445,0.6179397106170654,0
1,1674,1,10,30,870,0.4735857844352722,0.6162320971488953,0
1,1674,1,11,31,1296,0.49957358837127686,0.6223590970039368,0
1,1674,1,12,32,1200,0.6229501366615295,0.6508892178535461,0
1,1674,1,13,33,743,0.7656111717224121,0.68257075548172,0
1,1674,1,14,34,2015,0.5109869241714478,0.6250377893447876,0
1,1674,1,15,35,1203,0.7848526239395142,0.6867250204086304,0
1,1674,1,16,36,653,0.48917078971862793,0.6199110746383667,0
1,1674,1,17,37,1477,0.4846557080745697,0.6188466548919678,0
1,1674,1,18,38,847,0.779454231262207,0.6855624318122864,0
1,1674,1,19,39,256,1.0418546199798584,0.7392076849937439,0
2,2613,7,0,40,798,0.7925662398338318,0.6883821487426758,1
2,2613,7,1,41,794,0.64131760597229,0.6550512313842773,0
2,2613,7,2,42,1462,0.6258107423782349,0.6515389084815979,0
2,2613,7,3,43,426,1.2101925611495972,0.7703330516815186,0
2,2613,7,4,44,1088,0.9302715063095093,0.7171303629875183,0
2,2613,7,5,45,298,0.651512086391449,0.6573511362075806,0
2,2613,7,6,46,1423,1.1789216995239258,0.7647538781166077,0
2,2613,7,7,47,1381,0.771376371383667,0.6838185787200928,0
