paper_id,conf_id,score
6,0,1.5133477449417114
7,0,1.831876516342163
13,0,1.036681056022644
15,0,0.9971476793289185
29,0,2.507378339767456
32,0,0.8537486791610718
35,0,1.3793368339538574
39,0,2.28975510597229
47,0,1.516676902770996
55,0,1.8026257753372192
62,0,1.7971194982528687
63,0,2.092806816101074
78,0,1.5216377973556519
82,0,1.7066304683685303
88,0,1.600669026374817
93,0,2.2801623344421387
105,0,2.106234550476074
108,0,1.749700903892517
109,0,0.7846487760543823
115,0,0.7860825061798096
118,0,1.556046962738037
125,0,1.025038242340088
129,0,1.0097719430923462
130,0,1.1710779666900635
136,0,1.107975959777832
138,0,1.1013153791427612
148,0,1.1255069971084595
155,0,-0.8509040474891663
165,0,0.8205114603042603
176,0,1.4107210636138916
178,0,-0.3563835620880127
191,0,2.016469955444336
194,0,-0.7286745309829712
201,0,2.825167179107666
202,0,1.7402842044830322
203,0,1.121726155281067
207,0,1.0939044952392578
219,0,0.9380694031715393
222,0,1.6649314165115356
224,0,2.4268798828125
234,0,1.2438132762908936
236,0,2.356649875640869
247,0,-0.9014301896095276
250,0,1.8868129253387451
255,0,1.865831971168518
256,0,0.9929720163345337
264,0,1.7668421268463135
267,0,1.1855298280715942
270,0,0.7411047220230103
271,0,1.9074381589889526
280,0,1.1117379665374756
282,0,-0.9121565818786621
283,0,1.1036207675933838
289,0,1.7752301692962646
293,0,2.240858793258667
317,0,0.8983975648880005
319,0,1.8474957942962646
320,0,1.0829797983169556
324,0,1.1526333093643188
341,0,1.6362087726593018
342,0,2.1341447830200195
343,0,1.6816277503967285
345,0,1.8847849369049072
347,0,1.0079622268676758
352,0,1.1795101165771484
357,0,2.044827461242676
361,0,0.8697046637535095
363,0,1.7672556638717651
379,0,2.5563888549804688
415,0,1.2737351655960083
428,0,1.2565442323684692
432,0,1.0224158763885498
441,0,2.152897834777832
452,0,-0.982784628868103
453,0,1.3635658025741577
454,0,2.1542153358459473
467,0,1.1650221347808838
468,0,1.1042289733886719
475,0,-1.0838282108306885
477,0,2.105954170227051
480,0,1.4421805143356323
508,0,1.4842616319656372
511,0,1.8331750631332397
520,0,2.618731737136841
538,0,1.482133150100708
543,0,1.1662861108779907
