query_row,movie_local,rank_of_positive,candidate_position,candidate_id,director_local,raw_score,score,label
0,2852,4,0,0,1159,1.0472960472106934,0.7402552962303162,1
0,2852,4,1,1,2075,0.5703250765800476,0.6388381719589233,0
0,2852,4,2,2,1817,0.5981481075286865,0.6452324986457825,0
0,2852,4,3,3,1652,0.8004623651504517,0.6900733709335327,0
0,2852,4,4,4,1600,0.8099538087844849,0.6920996904373169,0
0,2852,4,5,5,726,0.8261087536811829,0.6955314874649048,0
0,2852,4,6,6,1774,0.8060283660888672,0.6912625432014465,0
0,2852,4,7,7,1918,1.0741323232650757,0.7453820109367371,0
0,2852,4,8,8,621,1.2228748798370361,0.7725691199302673,0
0,2852,4,9,9,124,0.5566905736923218,0.635686457157135,0
0,2852,4,10,10,1849,0.8103547096252441,0.69218510389328,0
0,2852,4,11,11,356,0.593674898147583,0.6442078948020935,0
0,2852,4,12,12,1309,0.5974752306938171,0.6450784802436829,0
0,2852,4,13,13,1779,0.8110905885696411,0.6923418641090393,0
0,2852,4,14,14,1804,0.822085976600647,0.6946789622306824,0
0,2852,4,15,15,858,0.7922830581665039,0.6883213520050049,0
0,2852,4,16,16,1488,0.6007331609725952,0.6458240151405334,0
0,2852,4,17,17,540,1.0426688194274902,0.7393646240234375,0
0,2852,4,18,18,1516,1.6040607690811157,0.8325852155685425,0
0,2852,4,19,19,1807,0.8047338724136353,0.690986156463623,0
1,1674,1,0,20,149,2.4585533142089844,0.9211846590042114,1
1,1674,1,1,21,1893,0.841823935508728,0.6988492012023926,0
1,1674,1,2,22,1080,0.8324626684188843,0.6968753933906555,0
1,1674,1,3,23,893,0.6015669703483582,0.6460146903991699,0
1,1674,1,4,24,491,0.6120511293411255,0.6484085321426392,0
1,1674,1,5,25,373,1.050002932548523,0.740775465965271,0
1,1674,1,6,26,214,0.5744218826293945,0.6397829055786133,0
1,1674,1,7,27,426,1.6271915435791016,0.8357845544815063,0
1,1674,1,8,28,945,0.585690438747406,0.6423757076263428,0
1,1674,1,9,29,363,0.595812201499939,0.6446976065635681,0
1,1674,1,10,30,870,0.5850416421890259,0.6422266364097595,0
1,1674,1,11,31,1296,0.5988414883613586,0.6453912258148193,0
1,1674,1,12,32,1200,0.8650168776512146,0.703707754611969,0
1,1674,1,13,33,743,1.0281062126159668,0.7365486025810242,0
1,1674,1,14,34,2015,0.6023266315460205,0.6461884379386902,0
1,1674,1,15,35,1203,1.0252902507781982,0.73600172996521,0
1,1674,1,16,36,653,0.5883742570877075,0.6429920196533203,0
1,1674,1,17,37,1477,0.6283809542655945,0.6521222591400146,0
1,1674,1,18,38,847,1.0773439407348633,0.745991051197052,0
1,1674,1,19,39,256,1.3962397575378418,0.8015865683555603,0
2,2613,6,0,40,798,1.0795490741729736,0.7464087009429932,1
2,2613,6,1,41,794,0.8689985871315002,0.7045372724533081,0
2,2613,6,2,42,1462,0.834109902381897,0.6972232460975647,0
2,2613,6,3,43,426,1.6540234088897705,0.839434027671814,0
2,2613,6,4,44,1088,1.2560951709747314,0.7783531546592712,0
2,2613,6,5,45,298,0.8784518837928772,0.706501305103302,0
2,2613,6,6,46,1423,1.6207549571990967,0.8348991870880127,0
2,2613,6,7,47,1381,1.053070306777954,0.7413640022277832,0
2,2613,6,8,48,930,1.246221661567688,0.7766451835632324,0
2,2613,6,9,49,754,1.0574904680252075,0.7422106862068176,0
