movie_local,target_local,score,label
2852,2852,0.4650048017501831,1
2852,2029,0.44694432616233826,0
2852,1446,0.43015381693840027,0
2852,3210,0.4496081471443176,0
2852,101,0.44402894377708435,0
2852,203,0.5071258544921875,0
2852,2819,0.4875413179397583,0
2852,3127,0.44885900616645813,0
2852,1279,0.42637529969215393,0
2852,4166,0.43257272243499756,0
2852,3305,0.4521576762199402,0
2852,3765,0.45504122972488403,0
2852,2949,0.43426620960235596,0
2852,2316,0.46062859892845154,0
2852,567,0.45383748412132263,0
2852,771,0.5847514867782593,0
2852,2569,0.4285571873188019,0
2852,749,0.518010139465332,0
2852,2258,0.5690768957138062,0
2852,1090,0.47521689534187317,0
1674,1674,0.5527080297470093,1
1674,2725,0.4710594415664673,0
1674,2403,0.4050513803958893,0
1674,2539,0.5705579519271851,0
1674,1746,0.48437684774398804,0
1674,956,0.5491810441017151,0
1674,3225,0.4808984100818634,0
1674,1256,0.4445229470729828,0
1674,3514,0.4752451777458191,0
1674,2097,0.4618285000324249,0
1674,823,0.46490779519081116,0
1674,3242,0.49604368209838867,0
1674,2206,0.5158122777938843,0
1674,3931,0.4707401394844055,0
1674,3715,0.4519423246383667,0
1674,2891,0.4903910756111145,0
1674,2511,0.5010244250297546,0
1674,3605,0.43476754426956177,0
1674,62,0.5087118744850159,0
1674,2581,0.5056052803993225,0
2613,2613,0.46624046564102173,1
2613,2695,0.4683964252471924,0
2613,691,0.48397529125213623,0
2613,3134,0.45463433861732483,0
2613,2679,0.4564697742462158,0
2613,2846,0.4643491804599762,0
2613,960,0.46019062399864197,0
2613,3971,0.443489670753479,0
2613,24,0.46036601066589355,0
2613,2896,0.4799503684043884,0
2613,164,0.5129790306091309,0
2613,1460,0.44864028692245483,0
2613,2567,0.5183872580528259,0
2613,2765,0.475536972284317,0
2613,267,0.44710320234298706,0
2613,806,0.5277083516120911,0
2613,1075,0.49299904704093933,0
2613,3933,0.5123193860054016,0
2613,2509,0.501248300075531,0
2613,2342,0.46017998456954956,0
2715,2715,0.4650225341320038,1
2715,1759,0.5121055841445923,0
2715,3669,0.44396573305130005,0
2715,1788,0.4297119081020355,0
2715,278,0.5325289964675903,0
2715,683,0.4965319037437439,0
2715,1325,0.4538305103778839,0
2715,1870,0.5082722306251526,0
2715,1229,0.5425631999969482,0
2715,2642,0.4344755709171295,0
2715,979,0.48894989490509033,0
2715,3103,0.48881104588508606,0
2715,2665,0.4795834422111511,0
2715,3307,0.45583096146583557,0
2715,864,0.46830514073371887,0
2715,3989,0.4346100389957428,0
2715,1609,0.47230997681617737,0
2715,2564,0.49533066153526306,0
2715,1416,0.5177420973777771,0
2715,1429,0.463520348072052,0
2019,2019,0.41404956579208374,1
2019,690,0.44989871978759766,0
2019,1170,0.39919745922088623,0
2019,1150,0.4489990174770355,0
2019,63,0.4764041304588318,0
2019,2822,0.40809082984924316,0
2019,3261,0.43515312671661377,0
2019,4126,0.41707107424736023,0
2019,3935,0.41134199500083923,0
2019,3975,0.43528568744659424,0
2019,3375,0.43543678522109985,0
2019,1231,0.5102154016494751,0
2019,158,0.4883158504962921,0
2019,3954,0.4144849479198456,0
2019,3078,0.4195723831653595,0
2019,2585,0.4384016692638397,0
2019,700,0.4669140577316284,0
2019,3186,0.4206322133541107,0
2019,3652,0.5221503973007202,0
2019,3391,0.5683190822601318,0
141,141,0.4341215193271637,1
141,3846,0.4073686897754669,0
141,1072,0.49939966201782227,0
141,2298,0.4521782696247101,0
141,3936,0.42073071002960205,0
141,505,0.4994405210018158,0
141,148,0.4349241554737091,0
141,3748,0.4533444046974182,0
141,2820,0.43977081775665283,0
141,3295,0.5033109784126282,0
141,185,0.4238433241844177,0
141,1957,0.4516412913799286,0
141,3351,0.4597201645374298,0
141,2489,0.6049848198890686,0
141,3799,0.4355180859565735,0
141,3823,0.4733201265335083,0
141,3325,0.4455990791320801,0
141,2080,0.424021452665329,0
141,4123,0.4099951386451721,0
141,13,0.4422845244407654,0
1550,1550,0.5723667740821838,1
1550,1498,0.5369330644607544,0
1550,3665,0.47685056924819946,0
1550,305,0.49828073382377625,0
1550,1748,0.5274450778961182,0
1550,4045,0.47800523042678833,0
1550,3798,0.4948282539844513,0
1550,1816,0.4825972318649292,0
1550,1307,0.5621941685676575,0
1550,3402,0.4978641867637634,0
1550,2745,0.45949026942253113,0
1550,916,0.5178704857826233,0
1550,975,0.4269804060459137,0
1550,1545,0.4784366190433502,0
1550,761,0.4994848370552063,0
1550,344,0.521615207195282,0
1550,3353,0.5201326012611389,0
1550,1925,0.49358758330345154,0
1550,216,0.4765946865081787,0
1550,13,0.5011581182479858,0
621,621,0.4326401352882385,1
621,3015,0.42387640476226807,0
621,2329,0.4760451316833496,0
621,649,0.4995257556438446,0
621,3738,0.4450685977935791,0
621,4106,0.3960692286491394,0
621,697,0.4883657693862915,0
621,2526,0.477182000875473,0
621,3081,0.4828495681285858,0
621,1688,0.41970980167388916,0
621,2353,0.4358111023902893,0
621,2252,0.4792437255382538,0
621,3240,0.43114614486694336,0
621,339,0.4558049440383911,0
621,2631,0.4692819118499756,0
621,3227,0.46579641103744507,0
621,3430,0.42240628600120544,0
621,314,0.47072505950927734,0
621,2741,0.41184109449386597,0
621,1798,0.4685007929801941,0
1076,1076,0.45831215381622314,1
1076,1401,0.4870575964450836,0
1076,349,0.4481790363788605,0
1076,3269,0.44128862023353577,0
1076,1681,0.4961686432361603,0
1076,3279,0.48385947942733765,0
1076,908,0.5549764633178711,0
1076,2439,0.46369031071662903,0
1076,4009,0.4575034976005554,0
1076,2837,0.45422694087028503,0
1076,89,0.4670771360397339,0
1076,3029,0.4515196979045868,0
1076,449,0.4884715974330902,0
1076,1988,0.5196207761764526,0
1076,1299,0.4794463813304901,0
1076,3520,0.5045484900474548,0
1076,3803,0.4536656141281128,0
1076,3398,0.4995710849761963,0
1076,3604,0.45040270686149597,0
1076,324,0.4937889575958252,0
2045,2045,0.43976250290870667,1
2045,2470,0.4425451159477234,0
2045,1566,0.49987831711769104,0
2045,2845,0.42402854561805725,0
2045,145,0.5063632130622864,0
2045,3173,0.4633404314517975,0
2045,2980,0.43092766404151917,0
2045,512,0.4767598509788513,0
2045,1554,0.4676855206489563,0
2045,2605,0.46326878666877747,0
2045,2345,0.4588991105556488,0
2045,2552,0.5821400880813599,0
2045,3154,0.4348967969417572,0
2045,3485,0.4541141092777252,0
2045,3190,0.4713554382324219,0
2045,3022,0.5055670142173767,0
2045,1757,0.4602137804031372,0
2045,2971,0.484020471572876,0
2045,1923,0.46761807799339294,0
2045,3474,0.4665285348892212,0
2494,2494,0.4984811544418335,1
2494,1407,0.421683132648468,0
2494,3545,0.46199068427085876,0
2494,356,0.47854912281036377,0
2494,518,0.47759658098220825,0
2494,1541,0.4610663950443268,0
2494,3975,0.4460494816303253,0
2494,1359,0.4798222482204437,0
2494,3046,0.4277023673057556,0
2494,2637,0.41924652457237244,0
2494,3766,0.4130949079990387,0
2494,1131,0.45645415782928467,0
2494,1659,0.4788643717765808,0
2494,1583,0.5205484628677368,0
2494,3322,0.42590054869651794,0
2494,362,0.45507335662841797,0
2494,3270,0.4411878287792206,0
2494,2116,0.5148561596870422,0
2494,4051,0.436565101146698,0
2494,116,0.5010932087898254,0
1056,1056,0.4706602692604065,1
1056,1141,0.44334152340888977,0
1056,720,0.4421975016593933,0
1056,297,0.4887857437133789,0
1056,327,0.4368329346179962,0
1056,2133,0.473171591758728,0
1056,927,0.4656183123588562,0
1056,1449,0.4382323622703552,0
1056,3122,0.43615084886550903,0
1056,2266,0.4544321894645691,0
1056,3151,0.427541047334671,0
1056,944,0.43371039628982544,0
1056,948,0.4296106696128845,0
1056,1563,0.44910937547683716,0
1056,1615,0.46649640798568726,0
1056,420,0.443107932806015,0
1056,2363,0.4324919879436493,0
1056,3343,0.45421934127807617,0
1056,1394,0.45341962575912476,0
1056,2166,0.445194274187088,0
2615,2615,0.4596785008907318,1
2615,770,0.42372605204582214,0
2615,311,0.4374082088470459,0
2615,1657,0.5139424204826355,0
2615,3039,0.45356568694114685,0
2615,169,0.39947575330734253,0
2615,1940,0.5178903341293335,0
2615,2222,0.5068691968917847,0
2615,3414,0.4183240532875061,0
2615,179,0.4386987090110779,0
2615,219,0.5094592571258545,0
2615,4056,0.46507930755615234,0
2615,32,0.441374808549881,0
2615,1163,0.42277905344963074,0
2615,146,0.503547728061676,0
2615,919,0.4533807337284088,0
2615,1015,0.44427475333213806,0
2615,478,0.47129324078559875,0
2615,2031,0.4455038607120514,0
2615,1771,0.46690016984939575,0
3297,3297,0.417496919631958,1
3297,345,0.503694474697113,0
3297,2190,0.4636342525482178,0
3297,325,0.48416322469711304,0
3297,3169,0.40994036197662354,0
3297,2397,0.5296804308891296,0
3297,3697,0.43477973341941833,0
3297,544,0.4079769551753998,0
3297,1217,0.4496198296546936,0
3297,698,0.47626158595085144,0
3297,783,0.4843803942203522,0
3297,1525,0.42797714471817017,0
3297,279,0.4256097972393036,0
3297,2866,0.44317859411239624,0
3297,1630,0.4433004856109619,0
3297,969,0.49146217107772827,0
3297,1722,0.43686187267303467,0
3297,2623,0.4492412209510803,0
3297,722,0.3963916599750519,0
3297,3627,0.41630974411964417,0
369,369,0.4275417923927307,1
369,421,0.4241389036178589,0
369,3009,0.4262170195579529,0
369,877,0.4440363049507141,0
369,1581,0.4152023196220398,0
369,485,0.47894617915153503,0
369,691,0.43664270639419556,0
369,84,0.5022421479225159,0
369,3223,0.4506816864013672,0
369,3083,0.4325089454650879,0
369,1735,0.44088685512542725,0
369,1113,0.4214046597480774,0
369,650,0.4954417049884796,0
369,2581,0.48097747564315796,0
369,1304,0.47848182916641235,0
369,1461,0.4499630033969879,0
369,2687,0.39211955666542053,0
369,1391,0.4234620928764343,0
369,3841,0.4254602789878845,0
369,3151,0.4220106601715088,0
443,443,0.42630648612976074,1
443,368,0.41614991426467896,0
443,3547,0.4120175242424011,0
443,3920,0.4500119090080261,0
443,2943,0.4185161292552948,0
443,1393,0.4764062464237213,0
443,914,0.4193793833255768,0
443,1760,0.42723992466926575,0
443,3028,0.42862868309020996,0
443,3112,0.4654689431190491,0
443,263,0.4312429130077362,0
443,585,0.4370056390762329,0
443,3882,0.38470274209976196,0
443,2369,0.45284780859947205,0
443,2267,0.41950368881225586,0
443,884,0.4244053363800049,0
443,1203,0.41355571150779724,0
443,1356,0.4195748269557953,0
443,3609,0.42045703530311584,0
443,3975,0.41092607378959656,0
1637,1637,0.46323633193969727,1
1637,3159,0.46060001850128174,0
1637,1247,0.43918949365615845,0
1637,1809,0.5019005537033081,0
1637,3442,0.4377634525299072,0
1637,2055,0.4316844046115875,0
1637,1893,0.4577004015445709,0
1637,1572,0.5637758374214172,0
1637,621,0.4513721764087677,0
1637,2054,0.45183274149894714,0
1637,793,0.4686594009399414,0
1637,3596,0.4703335762023926,0
1637,478,0.4769652187824249,0
1637,2925,0.47517460584640503,0
1637,3257,0.4566856026649475,0
1637,2104,0.5371748208999634,0
1637,608,0.47021883726119995,0
1637,1706,0.533073902130127,0
1637,3200,0.4409879446029663,0
1637,619,0.4908917546272278,0
3840,3840,0.4377298355102539,1
3840,878,0.5580046772956848,0
3840,2582,0.4863407611846924,0
3840,3172,0.46354737877845764,0
3840,3099,0.4973791241645813,0
3840,563,0.4977324604988098,0
3840,3986,0.47032999992370605,0
3840,3730,0.4793747663497925,0
3840,428,0.5953614711761475,0
3840,3369,0.5009896755218506,0
3840,518,0.5040972232818604,0
3840,165,0.5656661987304688,0
3840,3544,0.4127449095249176,0
3840,3276,0.4677436351776123,0
3840,1262,0.5014632940292358,0
3840,2748,0.45937350392341614,0
3840,187,0.5308170318603516,0
3840,2221,0.5201286673545837,0
3840,2678,0.486190527677536,0
3840,3977,0.42804718017578125,0
2720,2720,0.495496541261673,1
2720,3878,0.43909865617752075,0
2720,1227,0.44217032194137573,0
2720,3481,0.43955257534980774,0
2720,1693,0.43720951676368713,0
2720,3995,0.44536909461021423,0
2720,488,0.41498756408691406,0
2720,2215,0.4449414312839508,0
2720,2866,0.42941296100616455,0
2720,1411,0.43548154830932617,0
2720,2876,0.46803703904151917,0
2720,1442,0.46787336468696594,0
2720,1254,0.4668751060962677,0
2720,200,0.4712781012058258,0
2720,2401,0.4345164895057678,0
2720,2820,0.44475409388542175,0
2720,1014,0.5250977277755737,0
2720,3993,0.44984081387519836,0
2720,2188,0.5142521262168884,0
2720,1162,0.44231346249580383,0
2776,2776,0.44728121161460876,1
2776,1538,0.5956074595451355,0
2776,1697,0.49444738030433655,0
2776,1230,0.4384334087371826,0
2776,3530,0.45612290501594543,0
2776,748,0.47568565607070923,0
2776,1747,0.605364203453064,0
2776,2813,0.45004212856292725,0
2776,701,0.603717029094696,0
2776,3586,0.4798552393913269,0
2776,2182,0.49911290407180786,0
2776,3950,0.45971763134002686,0
2776,1077,0.4241422414779663,0
2776,2191,0.447419673204422,0
2776,1792,0.5287570357322693,0
2776,1685,0.46325621008872986,0
2776,731,0.47831588983535767,0
2776,2049,0.48838162422180176,0
2776,2540,0.47867754101753235,0
2776,658,0.5494879484176636,0
145,145,0.45621317625045776,1
145,3121,0.42420607805252075,0
145,350,0.5018548965454102,0
145,839,0.4420287609100342,0
145,1824,0.4545322060585022,0
145,1613,0.4023986756801605,0
145,1219,0.41161057353019714,0
145,534,0.4683930575847626,0
145,3512,0.43427199125289917,0
145,2955,0.4396517276763916,0
145,1795,0.41102761030197144,0
145,3261,0.4416179656982422,0
145,3809,0.4227398931980133,0
145,3025,0.3974025249481201,0
145,3715,0.4111277163028717,0
145,37,0.49248912930488586,0
145,470,0.4583580791950226,0
145,734,0.4625435769557953,0
145,859,0.4311926066875458,0
145,183,0.41743820905685425,0
999,999,0.438723623752594,1
999,2182,0.4613249897956848,0
999,2953,0.4509259760379791,0
999,1959,0.42972683906555176,0
999,2225,0.47192490100860596,0
999,3023,0.4883198142051697,0
999,2287,0.4330359399318695,0
999,1572,0.5699518322944641,0
999,499,0.46185535192489624,0
999,424,0.5032932162284851,0
999,3541,0.4182872474193573,0
999,167,0.4299336075782776,0
999,4099,0.3891167640686035,0
999,960,0.40155845880508423,0
999,3994,0.45246097445487976,0
999,3778,0.39928945899009705,0
999,3260,0.4159042537212372,0
999,2628,0.4604588747024536,0
999,890,0.44811582565307617,0
999,1556,0.4148463308811188,0
1975,1975,0.40241020917892456,1
1975,659,0.41232597827911377,0
1975,393,0.5000228881835938,0
1975,7,0.43848180770874023,0
1975,1333,0.4301324784755707,0
1975,2701,0.4791901409626007,0
1975,581,0.4907734990119934,0
1975,621,0.4054355025291443,0
1975,3289,0.40851104259490967,0
1975,847,0.3977564573287964,0
1975,1297,0.46486470103263855,0
1975,2860,0.4295891523361206,0
1975,1942,0.43514320254325867,0
1975,626,0.48887184262275696,0
1975,2819,0.44634097814559937,0
1975,2792,0.3966863453388214,0
1975,1247,0.4158431589603424,0
1975,122,0.46608614921569824,0
1975,347,0.43915674090385437,0
1975,1102,0.41950851678848267,0
30,30,0.4232581853866577,1
30,240,0.4731176197528839,0
30,2208,0.4615170657634735,0
30,1919,0.4108864367008209,0
30,3353,0.4771345257759094,0
30,291,0.47807034850120544,0
30,1534,0.4519879221916199,0
30,1967,0.5032004117965698,0
30,3048,0.4287615716457367,0
30,1922,0.5155263543128967,0
30,2031,0.45018506050109863,0
30,621,0.441360205411911,0
30,1054,0.4562646746635437,0
30,3340,0.42076319456100464,0
30,2400,0.472379595041275,0
30,1193,0.48788586258888245,0
30,3524,0.5596084594726562,0
30,2039,0.4405803084373474,0
30,2369,0.4906700551509857,0
30,613,0.452534019947052,0
144,144,0.47281357645988464,1
144,1790,0.46957042813301086,0
144,2837,0.44969528913497925,0
144,3019,0.45477938652038574,0
144,2441,0.46206340193748474,0
144,987,0.4698562026023865,0
144,3187,0.45010823011398315,0
144,2831,0.44584816694259644,0
144,2492,0.4670223593711853,0
144,3933,0.5166619420051575,0
144,1530,0.45082923769950867,0
144,2022,0.45266804099082947,0
144,4173,0.4301435351371765,0
144,4063,0.44976556301116943,0
144,2784,0.4589584171772003,0
144,4150,0.4575501084327698,0
144,3380,0.5402052998542786,0
144,3671,0.49573037028312683,0
144,3323,0.4820655882358551,0
144,1744,0.4787139892578125,0
3119,3119,0.42805126309394836,1
3119,3852,0.4472433924674988,0
3119,594,0.4687120318412781,0
3119,2810,0.4855697751045227,0
3119,2357,0.4500619173049927,0
3119,3619,0.47575438022613525,0
3119,2599,0.4805619716644287,0
3119,3967,0.41171836853027344,0
3119,1460,0.4345078766345978,0
3119,1449,0.43498316407203674,0
3119,3412,0.43753546476364136,0
3119,1483,0.4256837069988251,0
3119,1656,0.47150200605392456,0
3119,2965,0.3955928087234497,0
3119,1429,0.4499455988407135,0
3119,2980,0.4099288582801819,0
3119,3300,0.4603728652000427,0
3119,968,0.5033518671989441,0
3119,4048,0.4674839377403259,0
3119,896,0.474361389875412,0
3975,3975,0.44630908966064453,1
3975,3566,0.42090412974357605,0
3975,1220,0.4478338062763214,0
3975,353,0.4520227909088135,0
3975,1914,0.5131931304931641,0
3975,697,0.5058463215827942,0
3975,4039,0.49106118083000183,0
3975,716,0.49667078256607056,0
3975,2079,0.4753691852092743,0
3975,4014,0.43347683548927307,0
3975,899,0.5631978511810303,0
3975,2299,0.4252886176109314,0
3975,1366,0.48343124985694885,0
3975,799,0.43320906162261963,0
3975,2966,0.4466799199581146,0
3975,1340,0.5631828308105469,0
3975,2122,0.5037333965301514,0
3975,143,0.45637238025665283,0
3975,2708,0.4400225579738617,0
3975,3170,0.45957088470458984,0
2340,2340,0.4114634692668915,1
2340,3076,0.4235791862010956,0
2340,2804,0.4209196865558624,0
2340,3975,0.4337520897388458,0
2340,816,0.4927166700363159,0
2340,2843,0.4212842285633087,0
2340,3735,0.44834771752357483,0
2340,3513,0.42806535959243774,0
2340,648,0.4928992688655853,0
2340,2643,0.41917598247528076,0
2340,3501,0.43335896730422974,0
2340,3830,0.4266760051250458,0
2340,938,0.4831556975841522,0
2340,1031,0.48650044202804565,0
2340,3853,0.4352707266807556,0
2340,3011,0.4168151319026947,0
2340,2618,0.40763425827026367,0
2340,3638,0.42327412962913513,0
2340,678,0.4345877766609192,0
2340,872,0.4745369255542755,0
1919,1919,0.3916220963001251,1
1919,3065,0.38404417037963867,0
1919,2639,0.46748387813568115,0
1919,362,0.4410358965396881,0
1919,4163,0.41011515259742737,0
1919,1595,0.48287317156791687,0
1919,1275,0.3953940272331238,0
1919,943,0.4530436098575592,0
1919,2573,0.3977413773536682,0
1919,2373,0.4256194531917572,0
1919,3217,0.4374276399612427,0
1919,3650,0.432800829410553,0
1919,1098,0.4199197590351105,0
1919,208,0.3837503492832184,0
1919,3121,0.4310946762561798,0
1919,1783,0.4361119866371155,0
1919,529,0.4897233545780182,0
1919,510,0.43434470891952515,0
1919,507,0.402275025844574,0
1919,47,0.4262564778327942,0
2412,2412,0.43377646803855896,1
2412,2521,0.4055560529232025,0
2412,341,0.4652348756790161,0
2412,3936,0.4232836961746216,0
2412,3209,0.40603703260421753,0
2412,3488,0.40994542837142944,0
2412,1909,0.4150351881980896,0
2412,3484,0.4349135458469391,0
2412,794,0.44393110275268555,0
2412,4100,0.3861498236656189,0
2412,2908,0.4324534237384796,0
2412,480,0.5338921546936035,0
2412,4120,0.42415228486061096,0
2412,760,0.47126877307891846,0
2412,141,0.4433536231517792,0
2412,3157,0.41468924283981323,0
2412,199,0.4753001928329468,0
2412,3568,0.4216594994068146,0
2412,3809,0.4184233844280243,0
2412,2502,0.4167315363883972,0
2100,2100,0.44504955410957336,1
2100,941,0.4966396987438202,0
2100,2408,0.4095902442932129,0
2100,386,0.44319021701812744,0
2100,1677,0.4730466604232788,0
2100,2268,0.5000243186950684,0
2100,2346,0.5123928189277649,0
2100,3455,0.44627028703689575,0
2100,1610,0.4610738456249237,0
2100,2896,0.4334464371204376,0
2100,1597,0.4142676293849945,0
2100,212,0.4176363945007324,0
2100,1744,0.43336647748947144,0
2100,3385,0.4652720093727112,0
2100,3696,0.4974042773246765,0
2100,3352,0.44276973605155945,0
2100,837,0.49410495162010193,0
2100,3553,0.4206683337688446,0
2100,3124,0.447232723236084,0
2100,3244,0.42809104919433594,0
3571,3571,0.4804718494415283,1
3571,545,0.5362482666969299,0
3571,2928,0.4816572070121765,0
3571,1669,0.5505402088165283,0
3571,3584,0.5089397430419922,0
3571,4099,0.4262380301952362,0
3571,3366,0.4812973439693451,0
3571,3712,0.4588053822517395,0
3571,2793,0.49063751101493835,0
3571,331,0.4922240376472473,0
3571,214,0.5289791226387024,0
3571,957,0.49745380878448486,0
3571,3564,0.4958046078681946,0
3571,2510,0.543689489364624,0
3571,1262,0.4909733831882477,0
3571,3049,0.45856568217277527,0
3571,2933,0.54552161693573,0
3571,3167,0.473711222410202,0
3571,1069,0.4805956780910492,0
3571,2417,0.4593392014503479,0
933,933,0.4565548598766327,1
933,4106,0.39142510294914246,0
933,175,0.460441917181015,0
933,2767,0.4401942193508148,0
933,3651,0.4061136841773987,0
933,3217,0.47251808643341064,0
933,1765,0.44059568643569946,0
933,1850,0.448650985956192,0
933,570,0.47840845584869385,0
933,3372,0.4869999289512634,0
933,462,0.4606371819972992,0
933,3972,0.4568833112716675,0
933,981,0.4780845046043396,0
933,4095,0.4498754143714905,0
933,3092,0.45004802942276,0
933,2713,0.4726426303386688,0
933,548,0.48720282316207886,0
933,912,0.4551853835582733,0
933,2352,0.4532906115055084,0
933,2925,0.47652700543403625,0
3475,3475,0.44461971521377563,1
3475,2660,0.4530070126056671,0
3475,1922,0.49877119064331055,0
3475,403,0.5128238201141357,0
3475,1850,0.45626503229141235,0
3475,2091,0.4532957077026367,0
3475,4154,0.48998376727104187,0
3475,1172,0.3960203230381012,0
3475,56,0.4674850404262543,0
3475,3945,0.4418764114379883,0
3475,3356,0.4342506229877472,0
3475,367,0.496253103017807,0
3475,393,0.5420612692832947,0
3475,1599,0.4927293360233307,0
3475,1006,0.45208361744880676,0
3475,4102,0.42646029591560364,0
3475,2222,0.5033323168754578,0
3475,3891,0.45270076394081116,0
3475,3057,0.42302772402763367,0
3475,2711,0.48532864451408386,0
888,888,0.5533890724182129,1
888,2133,0.5025589466094971,0
888,3450,0.46967795491218567,0
888,1195,0.46933695673942566,0
888,3679,0.4452904462814331,0
888,2364,0.46985456347465515,0
888,1446,0.45420247316360474,0
888,364,0.46868929266929626,0
888,244,0.568679928779602,0
888,1147,0.46831804513931274,0
888,2662,0.44921910762786865,0
