movie_local,target_local,score,label
2852,2,5.753499984741211,1
2852,1,5.492329120635986,0
2852,0,4.9698944091796875,0
1674,2,5.319203853607178,1
1674,0,4.677663326263428,0
1674,1,5.454893112182617,0
2613,2,4.764706611633301,1
2613,0,4.228427886962891,0
2613,1,4.983211994171143,0
2715,0,3.7652013301849365,1
2715,2,4.234330654144287,0
2715,1,4.306046962738037,0
2019,2,4.742594242095947,1
2019,0,4.2284770011901855,0
2019,1,4.922948837280273,0
141,0,3.72696852684021,1
141,2,4.317959308624268,0
141,1,4.539414882659912,0
1550,0,3.8741233348846436,1
1550,1,4.74258279800415,0
1550,2,5.080873966217041,0
621,1,5.970700263977051,1
621,0,5.355284214019775,0
621,2,5.777654647827148,0
1076,1,4.659304618835449,1
1076,2,4.671116828918457,0
1076,0,4.214044094085693,0
2045,1,4.77486515045166,1
2045,2,4.485131740570068,0
2045,0,4.30910587310791,0
2494,1,5.218610763549805,1
2494,2,4.939496994018555,0
2494,0,4.510563850402832,0
1056,0,4.585312843322754,1
1056,2,4.641167640686035,0
1056,1,4.905873775482178,0
2615,1,4.8012542724609375,1
2615,0,4.265238285064697,0
2615,2,4.501001834869385,0
3297,1,4.430091857910156,1
3297,0,4.033962726593018,0
3297,2,4.175065040588379,0
369,1,4.992012023925781,1
369,0,4.352145195007324,0
369,2,5.00901985168457,0
443,2,5.400598526000977,1
443,0,5.244917392730713,0
443,1,5.622427463531494,0
1637,0,4.389331817626953,1
1637,1,5.001603603363037,0
1637,2,4.747507572174072,0
3840,2,5.087050437927246,1
3840,1,5.220768928527832,0
3840,0,4.5640058517456055,0
2720,1,5.623741626739502,1
2720,0,4.940085411071777,0
2720,2,5.3322553634643555,0
2776,2,4.392813682556152,1
2776,0,4.4205708503723145,0
2776,1,4.814938068389893,0
145,0,4.801124572753906,1
145,2,5.812963962554932,0
145,1,5.7226033210754395,0
999,2,4.190908432006836,1
999,0,3.837114095687866,0
999,1,4.503164291381836,0
1975,2,5.983500957489014,1
1975,1,6.242175102233887,0
1975,0,5.262434959411621,0
30,0,4.0751142501831055,1
30,2,4.438071250915527,0
30,1,4.5850348472595215,0
144,0,4.291467189788818,1
144,1,4.7673444747924805,0
144,2,4.477530479431152,0
3119,1,5.049107551574707,1
3119,0,4.439383506774902,0
3119,2,4.948178291320801,0
3975,1,5.104137420654297,1
3975,2,4.775546073913574,0
