query_row,movie_local,rank_of_positive,candidate_position,candidate_id,link_local,raw_score,score,label
0,2852,11,0,0,2852,1.0794998407363892,0.7463993430137634,1
0,2852,11,1,1,2029,1.1564488410949707,0.7606868147850037,0
0,2852,11,2,2,1446,1.2198290824890137,0.7720334529876709,0
0,2852,11,3,3,3210,1.3154289722442627,0.7884202003479004,0
0,2852,11,4,4,101,0.8917861580848694,0.7092586755752563,0
0,2852,11,5,5,203,1.255846381187439,0.7783102989196777,0
0,2852,11,6,6,2819,0.9335389137268066,0.7177926898002625,0
0,2852,11,7,7,3127,0.9364553689956665,0.7183830738067627,0
0,2852,11,8,8,1279,1.0298266410827637,0.7368823289871216,0
0,2852,11,9,9,4166,1.2180593013763428,0.7717218399047852,0
0,2852,11,10,10,3305,1.005582571029663,0.7321547865867615,0
0,2852,11,11,11,3765,1.1526572704315186,0.7599959373474121,0
0,2852,11,12,12,2949,1.0661630630493164,0.743866503238678,0
0,2852,11,13,13,2316,1.1867891550064087,0.7661663293838501,0
0,2852,11,14,14,567,0.8904285430908203,0.7089785933494568,0
0,2852,11,15,15,771,0.9385031461715698,0.7187972068786621,0
0,2852,11,16,16,2569,1.1267637014389038,0.7552411556243896,0
0,2852,11,17,17,749,1.2680435180664062,0.7804076671600342,0
0,2852,11,18,18,2258,1.565029501914978,0.8270738124847412,0
0,2852,11,19,19,1090,0.950249969959259,0.7211654186248779,0
1,1674,1,0,20,1674,1.4244751930236816,0.806039035320282,1
1,1674,1,1,21,2725,1.2214184999465942,0.7723130583763123,0
1,1674,1,2,22,2403,1.1176468133926392,0.7535519599914551,0
1,1674,1,3,23,2539,1.1461535692214966,0.7588076591491699,0
1,1674,1,4,24,1746,1.2438479661941528,0.7762330770492554,0
1,1674,1,5,25,956,1.1746429204940796,0.7639832496643066,0
1,1674,1,6,26,3225,1.2343297004699707,0.7745754718780518,0
1,1674,1,7,27,1256,1.2776671648025513,0.7820524573326111,0
1,1674,1,8,28,3514,1.3164725303649902,0.7885942459106445,0
1,1674,1,9,29,2097,1.0180156230926514,0.7345858812332153,0
1,1674,1,10,30,823,1.1313259601593018,0.7560834884643555,0
1,1674,1,11,31,3242,1.204862117767334,0.7693885564804077,0
1,1674,1,12,32,2206,1.340851068496704,0.7926298975944519,0
1,1674,1,13,33,3931,1.3061952590942383,0.7868757843971252,0
1,1674,1,14,34,3715,1.3478589057922363,0.7937793731689453,0
1,1674,1,15,35,2891,1.3409271240234375,0.79264235496521,0
1,1674,1,16,36,2511,1.3911348581314087,0.8007733821868896,0
1,1674,1,17,37,3605,1.1345336437225342,0.756674587726593,0
1,1674,1,18,38,62,1.2068352699279785,0.769738495349884,0
1,1674,1,19,39,2581,1.185078740119934,0.7658597230911255,0
2,2613,16,0,40,2613,1.1150801181793213,0.7530750036239624,1
2,2613,16,1,41,2695,1.2737834453582764,0.7813897132873535,0
2,2613,16,2,42,691,1.200624942779541,0.7686359286308289,0
2,2613,16,3,43,3134,1.0919835567474365,0.7487550377845764,0
2,2613,16,4,44,2679,1.2249739170074463,0.7729377150535583,0
2,2613,16,5,45,2846,1.346772313117981,0.793601393699646,0
2,2613,16,6,46,960,1.2855788469314575,0.7833979725837708,0
2,2613,16,7,47,3971,1.1658856868743896,0.7624005675315857,0
2,2613,16,8,48,24,1.2314802408218384,0.7740775346755981,0
2,2613,16,9,49,2896,1.2410204410552979,0.7757415771484375,0
2,2613,16,10,50,164,1.3300734758377075,0.7908527851104736,0
2,2613,16,11,51,1460,1.1025614738464355,0.7507396936416626,0
2,2613,16,12,52,2567,1.167634129524231,0.762717068195343,0
2,2613,16,13,53,2765,1.2714911699295044,0.7809979319572449,0
2,2613,16,14,54,267,1.3243060111999512,0.7898972034454346,0
2,2613,16,15,55,806,0.9567838907241821,0.7224774360656738,0
2,2613,16,16,56,1075,1.3499834537506104,0.7941269278526306,0
2,2613,16,17,57,3933,1.4067308902740479,0.8032498359680176,0
2,2613,16,18,58,2509,1.3857860565185547,0.7999186515808105,0
2,2613,16,19,59,2342,1.0932831764221191,0.7489994168281555,0
3,2715,20,0,60,2715,0.8465908765792847,0.6998515129089355,1
3,2715,20,1,61,1759,1.2001709938049316,0.768555223941803,0
3,2715,20,2,62,3669,0.9218999147415161,0.7154291272163391,0
3,2715,20,3,63,1788,0.8754394054412842,0.7058762311935425,0
3,2715,20,4,64,278,1.169687032699585,0.7630884051322937,0
3,2715,20,5,65,683,1.147106647491455,0.7589820623397827,0
3,2715,20,6,66,1325,0.9566304087638855,0.722446620464325,0
3,2715,20,7,67,1870,1.1439006328582764,0.7583950757980347,0
3,2715,20,8,68,1229,1.1617835760116577,0.7616567015647888,0
3,2715,20,9,69,2642,1.0394710302352905,0.7387478947639465,0
3,2715,20,10,70,979,1.192934274673462,0.7672654390335083,0
3,2715,20,11,71,3103,1.1150400638580322,0.7530675530433655,0
3,2715,20,12,72,2665,1.1744890213012695,0.7639554142951965,0
3,2715,20,13,73,3307,1.1216661930084229,0.7542976140975952,0
3,2715,20,14,74,864,1.0695686340332031,0.7445148229598999,0
3,2715,20,15,75,3989,0.9454278349876404,0.7201947569847107,0
3,2715,20,16,76,1609,1.142069697380066,0.7580593824386597,0
3,2715,20,17,77,2564,1.1055316925048828,0.7512950897216797,0
3,2715,20,18,78,1416,0.9477415680885315,0.7206607460975647,0
3,2715,20,19,79,1429,0.9706491231918335,0.7252488136291504,0
