query_row,movie_local,rank_of_positive,candidate_position,candidate_id,director_local,raw_score,score,label
0,2852,4,0,0,1159,0.7472918629646301,0.678588330745697,1
0,2852,4,1,1,2075,0.5070874691009521,0.6241234540939331,0
0,2852,4,2,2,1817,0.49888432025909424,0.6221970915794373,0
0,2852,4,3,3,1652,0.6322522759437561,0.652999997138977,0
0,2852,4,4,4,1600,0.6073550581932068,0.6473371982574463,0
0,2852,4,5,5,726,0.6173113584518433,0.6496068239212036,0
0,2852,4,6,6,1774,0.6046253442764282,0.6467137932777405,0
0,2852,4,7,7,1918,0.7455393075942993,0.6782059669494629,0
0,2852,4,8,8,621,0.8379303216934204,0.698029100894928,0
0,2852,4,9,9,124,0.4997761845588684,0.6224067211151123,0
0,2852,4,10,10,1849,0.5968372821807861,0.6449323892593384,0
0,2852,4,11,11,356,0.5032984018325806,0.6232341527938843,0
0,2852,4,12,12,1309,0.49891161918640137,0.622203528881073,0
0,2852,4,13,13,1779,0.6467913389205933,0.6562870144844055,0
0,2852,4,14,14,1804,0.6231977343559265,0.6509454846382141,0
0,2852,4,15,15,858,0.6228877305984497,0.6508750915527344,0
0,2852,4,16,16,1488,0.48270416259765625,0.6183862090110779,0
0,2852,4,17,17,540,0.7473640441894531,0.6786041259765625,0
0,2852,4,18,18,1516,1.0174493789672852,0.7344754338264465,0
0,2852,4,19,19,1807,0.6321686506271362,0.6529809832572937,0
1,1674,1,0,20,149,1.4615527391433716,0.8117700815200806,1
1,1674,1,1,21,1893,0.652550458908081,0.6575850248336792,0
1,1674,1,2,22,1080,0.6100422143936157,0.6479504108428955,0
1,1674,1,3,23,893,0.5158175230026245,0.6261692643165588,0
1,1674,1,4,24,491,0.492755651473999,0.6207554340362549,0
1,1674,1,5,25,373,0.772709310054779,0.684106707572937,0
1,1674,1,6,26,214,0.5226089954376221,0.6277576684951782,0
1,1674,1,7,27,426,1.0438413619995117,0.7395905256271362,0
1,1674,1,8,28,945,0.4911247491836548,0.6203713417053223,0
1,1674,1,9,29,363,0.5110946893692017,0.6250630617141724,0
1,1674,1,10,30,870,0.5185285210609436,0.6268036365509033,0
1,1674,1,11,31,1296,0.5102732181549072,0.6248705387115479,0
1,1674,1,12,32,1200,0.6493809223175049,0.6568709015846252,0
1,1674,1,13,33,743,0.7669061422348022,0.682851254940033,0
1,1674,1,14,34,2015,0.5127195119857788,0.6254437565803528,0
1,1674,1,15,35,1203,0.7385295629501343,0.6766742467880249,0
1,1674,1,16,36,653,0.5226173400878906,0.627759575843811,0
1,1674,1,17,37,1477,0.5220279693603516,0.6276218891143799,0
1,1674,1,18,38,847,0.7432053685188293,0.6776964068412781,0
1,1674,1,19,39,256,0.96974778175354,0.7250692248344421,0
2,2613,7,0,40,798,0.7287383675575256,0.6745283603668213,1
2,2613,7,1,41,794,0.6025826930999756,0.6462469696998596,0
2,2613,7,2,42,1462,0.6022748947143555,0.6461766362190247,0
2,2613,7,3,43,426,1.012132167816162,0.733437180519104,0
2,2613,7,4,44,1088,0.8093873262405396,0.691978931427002,0
2,2613,7,5,45,298,0.6050506830215454,0.6468109488487244,0
2,2613,7,6,46,1423,0.9975498914718628,0.7305765748023987,0
