query_row,movie_local,rank_of_positive,candidate_position,candidate_id,director_local,raw_score,score,label
0,2852,3,0,0,1159,0.6983045339584351,0.6678117513656616,1
0,2852,3,1,1,2075,0.48249244689941406,0.6183362603187561,0
0,2852,3,2,2,1817,0.47489678859710693,0.6165421009063721,0
0,2852,3,3,3,1652,0.5954561233520508,0.6446160674095154,0
0,2852,3,4,4,1600,0.5720865726470947,0.6392444968223572,0
0,2852,3,5,5,726,0.581162691116333,0.6413348913192749,0
0,2852,3,6,6,1774,0.5693312883377075,0.6386088728904724,0
0,2852,3,7,7,1918,0.6966614127159119,0.6674471497535706,0
0,2852,3,8,8,621,0.7775030732154846,0.6851417422294617,0
0,2852,3,9,9,124,0.4757627248764038,0.6167468428611755,0
0,2852,3,10,10,1849,0.5628655552864075,0.6371152997016907,0
0,2852,3,11,11,356,0.47902145981788635,0.617516815662384,0
0,2852,3,12,12,1309,0.47484686970710754,0.6165302991867065,0
0,2852,3,13,13,1779,0.6085538268089294,0.6476108431816101,0
0,2852,3,14,14,1804,0.5865510702133179,0.6425734162330627,0
0,2852,3,15,15,858,0.5854988098144531,0.6423317193984985,0
0,2852,3,16,16,1488,0.4596555531024933,0.6129324436187744,0
0,2852,3,17,17,540,0.6981247067451477,0.6677718758583069,0
0,2852,3,18,18,1516,0.9385552406311035,0.7188076972961426,0
0,2852,3,19,19,1807,0.5956037640571594,0.644649863243103,0
1,1674,1,0,20,149,1.3260226249694824,0.7901819348335266,1
1,1674,1,1,21,1893,0.6135253310203552,0.648744523525238,0
1,1674,1,2,22,1080,0.5747084021568298,0.6398488879203796,0
1,1674,1,3,23,893,0.49086007475852966,0.620309054851532,0
1,1674,1,4,24,491,0.469540536403656,0.6152750253677368,0
1,1674,1,5,25,373,0.721271276473999,0.6728869080543518,0
1,1674,1,6,26,214,0.4973851442337036,0.6218445897102356,0
1,1674,1,7,27,426,0.9575477838516235,0.7226305603981018,0
1,1674,1,8,28,945,0.467892050743103,0.6148847341537476,0
1,1674,1,9,29,363,0.48649314045906067,0.6192799806594849,0
1,1674,1,10,30,870,0.49341994524002075,0.620911717414856,0
1,1674,1,11,31,1296,0.48595622181892395,0.6191533803939819,0
1,1674,1,12,32,1200,0.6103936433792114,0.6480305790901184,0
1,1674,1,13,33,743,0.717471718788147,0.6720500588417053,0
1,1674,1,14,34,2015,0.48795419931411743,0.6196243762969971,0
1,1674,1,15,35,1203,0.6888310313224792,0.6657068729400635,0
1,1674,1,16,36,653,0.49736493825912476,0.6218399405479431,0
1,1674,1,17,37,1477,0.49688589572906494,0.6217272281646729,0
1,1674,1,18,38,847,0.6934584379196167,0.666735827922821,0
1,1674,1,19,39,256,0.8954287767410278,0.7100091576576233,0
2,2613,7,0,40,798,0.6815054416656494,0.6640746593475342,1
2,2613,7,1,41,794,0.5677838325500488,0.6382516622543335,0
2,2613,7,2,42,1462,0.5669052600860596,0.6380487680435181,0
2,2613,7,3,43,426,0.9296705722808838,0.7170084714889526,0
2,2613,7,4,44,1088,0.7526562213897705,0.6797572374343872,0
2,2613,7,5,45,298,0.5700724124908447,0.638779878616333,0
2,2613,7,6,46,1423,0.9178124666213989,0.714596152305603,0
2,2613,7,7,47,1381,0.6743542551994324,0.6624774932861328,0
2,2613,7,8,48,930,0.7591028213500977,0.6811589002609253,0
2,2613,7,9,49,754,0.6859683990478516,0.6650695204734802,0
2,2613,7,10,50,775,0.459919810295105,0.6129951477050781,0
2,2613,7,11,51,15,0.5597773790359497,0.6364009976387024,0
2,2613,7,12,52,202,0.9158321619033813,0.7141921520233154,0
2,2613,7,13,53,1154,0.48622944951057434,0.6192178130149841,0
2,2613,7,14,54,420,0.5629218816757202,0.6371283531188965,0
2,2613,7,15,55,1815,0.4643566608428955,0.6140471696853638,0
2,2613,7,16,56,1968,0.5629547834396362,0.637135922908783,0
2,2613,7,17,57,1148,0.5748288631439209,0.639876663684845,0
2,2613,7,18,58,783,0.5837364196777344,0.6419267058372498,0
2,2613,7,19,59,627,0.576123833656311,0.6401750445365906,0
3,2715,2,0,60,655,0.8705484867095947,0.7048598527908325,1
3,2715,2,1,61,2007,0.49645066261291504,0.6216248273849487,0
3,2715,2,2,62,1896,0.5844712257385254,0.6420956254005432,0
3,2715,2,3,63,1610,0.8038235306739807,0.6907917857170105,0
3,2715,2,4,64,327,0.4675253629684448,0.614797830581665,0
3,2715,2,5,65,1959,0.5630492568016052,0.6371577978134155,0
3,2715,2,6,66,1218,0.9764093160629272,0.7263951301574707,0
3,2715,2,7,67,1627,0.5520185828208923,0.6346037983894348,0
3,2715,2,8,68,580,0.5495412349700928,0.6340291500091553,0
3,2715,2,9,69,1990,0.6535420417785645,0.6578081846237183,0
3,2715,2,10,70,524,0.47630393505096436,0.6168747544288635,0
3,2715,2,11,71,1661,0.556611180305481,0.6356680989265442,0
3,2715,2,12,72,123,0.7401121258735657,0.6770203709602356,0
3,2715,2,13,73,453,0.5569695830345154,0.6357510685920715,0
3,2715,2,14,74,93,0.5687563419342041,0.6384761333465576,0
3,2715,2,15,75,1264,0.5761321187019348,0.6401768922805786,0
3,2715,2,16,76,303,0.5702095031738281,0.638811469078064,0
3,2715,2,17,77,613,0.7406676411628723,0.6771418452262878,0
3,2715,2,18,78,677,0.4946569800376892,0.6212028861045837,0
3,2715,2,19,79,105,0.6664870977401733,0.6607161164283752,0
4,2019,9,0,80,1356,0.5770169496536255,0.6403806805610657,1
4,2019,9,1,81,821,0.4484652876853943,0.6102742552757263,0
4,2019,9,2,82,1678,0.5678015947341919,0.6382557153701782,0
4,2019,9,3,83,456,0.5532386302947998,0.634886622428894,0
4,2019,9,4,84,1193,0.45535385608673096,0.611911416053772,0
4,2019,9,5,85,407,0.8419973850250244,0.6988857388496399,0
4,2019,9,6,86,830,0.5829380750656128,0.6417431831359863,0
4,2019,9,7,87,1168,0.6912597417831421,0.6662471294403076,0
4,2019,9,8,88,1073,0.4680342674255371,0.6149184107780457,0
4,2019,9,9,89,1975,0.6819950342178345,0.6641837954521179,0
4,2019,9,10,90,471,0.46983009576797485,0.6153435111045837,0
4,2019,9,11,91,791,0.5740276575088501,0.6396920680999756,0
4,2019,9,12,92,1646,0.5559550523757935,0.6355161070823669,0
4,2019,9,13,93,1911,0.668635904788971,0.6611976623535156,0
4,2019,9,14,94,1047,0.45026782155036926,0.6107029318809509,0
4,2019,9,15,95,1051,0.5641247034072876,0.6374063491821289,0
4,2019,9,16,96,927,0.5876756310462952,0.6428316235542297,0
4,2019,9,17,97,1131,0.5807921886444092,0.6412497162818909,0
4,2019,9,18,98,2049,0.5797711610794067,0.6410147547721863,0
4,2019,9,19,99,11,0.45890378952026367,0.6127541065216064,0
5,141,1,0,100,1664,0.9613843560218811,0.7233988642692566,1
5,141,1,1,101,641,0.566082775592804,0.6378588080406189,0
5,141,1,2,102,698,0.5540412664413452,0.6350727081298828,0
5,141,1,3,103,246,0.547823965549469,0.6336305737495422,0
5,141,1,4,104,701,0.45975130796432495,0.6129552125930786,0
5,141,1,5,105,402,0.5707897543907166,0.6389454007148743,0
5,141,1,6,106,974,0.537826657295227,0.6313067078590393,0
5,141,1,7,107,1946,0.7341408133506775,0.675713300704956,0
5,141,1,8,108,213,0.7425788640975952,0.677559494972229,0
5,141,1,9,109,690,0.7593419551849365,0.6812108159065247,0
5,141,1,10,110,1030,0.5137553215026855,0.6256864070892334,0
5,141,1,11,111,680,0.8800341486930847,0.706829309463501,0
5,141,1,12,112,1580,0.6592743396759033,0.6590973734855652,0
5,141,1,13,113,951,0.4612295627593994,0.6133058071136475,0
5,141,1,14,114,308,0.7140196561813354,0.6712887287139893,0
5,141,1,15,115,212,0.7557573318481445,0.6804319024085999,0
5,141,1,16,116,1954,0.4407147765159607,0.6084293127059937,0
5,141,1,17,117,419,0.4564101994037628,0.612162172794342,0
5,141,1,18,118,1988,0.4506118595600128,0.6107847094535828,0
5,141,1,19,119,955,0.5458118319511414,0.6331633925437927,0
6,1550,2,0,120,1822,0.8267771005630493,0.6956730484962463,1
6,1550,2,1,121,1124,1.194103479385376,0.7674741744995117,0
6,1550,2,2,122,1644,0.6757818460464478,0.6627965569496155,0
6,1550,2,3,123,1474,0.6328665018081665,0.6531391143798828,0
6,1550,2,4,124,685,0.5648249387741089,0.6375682353973389,0
6,1550,2,5,125,754,0.6792426109313965,0.6635696291923523,0
6,1550,2,6,126,810,0.48559263348579407,0.6190676689147949,0
6,1550,2,7,127,787,0.5958502292633057,0.6447063088417053,0
6,1550,2,8,128,1646,0.5509210824966431,0.6343492865562439,0
6,1550,2,9,129,490,0.5546865463256836,0.6352221965789795,0
6,1550,2,10,130,273,0.5474286675453186,0.6335388422012329,0
6,1550,2,11,131,1796,0.670128345489502,0.6615318655967712,0
6,1550,2,12,132,240,0.5576529502868652,0.6359093189239502,0
6,1550,2,13,133,1380,0.5904367566108704,0.6434653401374817,0
6,1550,2,14,134,88,0.536797046661377,0.6310670375823975,0
6,1550,2,15,135,522,0.5848297476768494,0.6421779990196228,0
6,1550,2,16,136,2036,0.796430230140686,0.6892103552818298,0
6,1550,2,17,137,207,0.5778746604919434,0.6405782103538513,0
6,1550,2,18,138,441,0.565480649471283,0.6377196907997131,0
6,1550,2,19,139,1431,0.5716756582260132,0.6391497850418091,0
7,621,17,0,140,1237,0.48204928636550903,0.6182316541671753,1
7,621,17,1,141,1227,0.6106722354888916,0.6480941772460938,0
7,621,17,2,142,1942,0.930008590221405,0.7170770168304443,0
7,621,17,3,143,1130,0.6238752007484436,0.6510993838310242,0
7,621,17,4,144,83,0.6034729480743408,0.6464504599571228,0
7,621,17,5,145,44,0.5706667900085449,0.6389170289039612,0
7,621,17,6,146,183,0.5772089958190918,0.6404249668121338,0
7,621,17,7,147,799,0.6005879640579224,0.6457908153533936,0
7,621,17,8,148,575,0.5856834650039673,0.6423740983009338,0
7,621,17,9,149,1560,0.5028309226036072,0.623124361038208,0
7,621,17,10,150,704,0.6087697148323059,0.6476601362228394,0
7,621,17,11,151,2043,0.47981780767440796,0.6177048683166504,0
7,621,17,12,152,1768,0.462078332901001,0.613507091999054,0
7,621,17,13,153,564,0.5930460095405579,0.6440637111663818,0
